countyname,fips,learning_modality,state,abbreviation,year,student_count
Santa Fe County,35049,In Person,New Mexico,NM,2021,108592
Santa Fe County,35049,In Person,New Mexico,NM,2022,229520
Santa Fe County,35049,Remote,New Mexico,NM,2022,4221
Santa Rosa County,12113,In Person,Florida,FL,2021,145210
Santa Rosa County,12113,In Person,Florida,FL,2022,290420
Sarasota County,12115,In Person,Florida,FL,2021,242120
Sarasota County,12115,In Person,Florida,FL,2022,469423
Saratoga County,36091,Hybrid,New York,NY,2021,11122
Saratoga County,36091,Hybrid,New York,NY,2022,7852
Saratoga County,36091,In Person,New York,NY,2021,204152
Saratoga County,36091,In Person,New York,NY,2022,401070
Sargent County,38081,In Person,North Dakota,ND,2021,6129
Sargent County,38081,In Person,North Dakota,ND,2022,12970
Sarpy County,31153,Hybrid,Nebraska,NE,2022,19378
Sarpy County,31153,In Person,Nebraska,NE,2021,144345
Sarpy County,31153,In Person,Nebraska,NE,2022,288690
Sauk County,55111,In Person,Wisconsin,WI,2021,61125
Sauk County,55111,In Person,Wisconsin,WI,2022,116919
Saunders County,31155,Hybrid,Nebraska,NE,2022,1066
Saunders County,31155,In Person,Nebraska,NE,2021,45490
Saunders County,31155,In Person,Nebraska,NE,2022,90980
Sawyer County,55113,Hybrid,Wisconsin,WI,2021,719
Sawyer County,55113,In Person,Wisconsin,WI,2021,20185
Sawyer County,55113,In Person,Wisconsin,WI,2022,40070
Schenectady County,36093,Hybrid,New York,NY,2021,4314
Schenectady County,36093,Hybrid,New York,NY,2022,3853
Schenectady County,36093,In Person,New York,NY,2021,139380
Schenectady County,36093,In Person,New York,NY,2022,295029
Schleicher County,48413,Hybrid,Texas,TX,2022,505
Schleicher County,48413,In Person,Texas,TX,2021,2525
Schleicher County,48413,In Person,Texas,TX,2022,5050
Schley County,13249,In Person,Georgia,GA,2021,6455
Schley County,13249,In Person,Georgia,GA,2022,12910
Schoharie County,36095,Hybrid,New York,NY,2022,473
Schoharie County,36095,In Person,New York,NY,2021,31245
Schoharie County,36095,In Person,New York,NY,2022,53235
Schoolcraft County,26153,Hybrid,Michigan,MI,2021,773
Schoolcraft County,26153,In Person,Michigan,MI,2021,4655
Schoolcraft County,26153,In Person,Michigan,MI,2022,8836
Schoolcraft County,26153,Remote,Michigan,MI,2021,773
Schuyler County,17169,In Person,Illinois,IL,2021,5025
Schuyler County,17169,In Person,Illinois,IL,2022,10050
Schuyler County,29197,In Person,Missouri,MO,2021,2910
Schuyler County,29197,In Person,Missouri,MO,2022,4074
Schuyler County,36097,Hybrid,New York,NY,2022,1072
Schuyler County,36097,In Person,New York,NY,2021,40811
Schuyler County,36097,In Person,New York,NY,2022,88550
Schuylkill County,42107,In Person,Pennsylvania,PA,2021,145675
Schuylkill County,42107,In Person,Pennsylvania,PA,2022,271976
Scioto County,39145,Hybrid,Ohio,OH,2021,1412
Scioto County,39145,Hybrid,Ohio,OH,2022,1832
Scioto County,39145,In Person,Ohio,OH,2021,86908
Scioto County,39145,In Person,Ohio,OH,2022,170487
Scotland County,29199,In Person,Missouri,MO,2021,2840
Scotland County,29199,In Person,Missouri,MO,2022,5680
Scotland County,37165,Hybrid,North Carolina,NC,2021,5743
Scotland County,37165,In Person,North Carolina,NC,2021,64615
Scotland County,37165,In Person,North Carolina,NC,2022,129230
Scott County,5127,Hybrid,Arkansas,AR,2022,763
Scott County,5127,In Person,Arkansas,AR,2021,24280
Scott County,5127,In Person,Arkansas,AR,2022,43271
Scott County,17171,In Person,Illinois,IL,2021,21375
Scott County,17171,In Person,Illinois,IL,2022,42090
Scott County,18143,In Person,Indiana,IN,2021,13455
Scott County,18143,In Person,Indiana,IN,2022,26910
Scott County,19163,Hybrid,Iowa,IA,2022,15324
Scott County,19163,In Person,Iowa,IA,2021,130500
Scott County,19163,In Person,Iowa,IA,2022,268908
Scott County,20171,In Person,Kansas,KS,2021,5155
Scott County,20171,In Person,Kansas,KS,2022,10310
Scott County,21209,Hybrid,Kentucky,KY,2022,9925
Scott County,21209,In Person,Kentucky,KY,2021,49625
Scott County,21209,In Person,Kentucky,KY,2022,99250
Scott County,27139,Hybrid,Minnesota,MN,2021,17190
Scott County,27139,Hybrid,Minnesota,MN,2022,17190
Scott County,27139,In Person,Minnesota,MN,2021,184771
Scott County,27139,In Person,Minnesota,MN,2022,370730
Scott County,27139,Remote,Minnesota,MN,2022,17190
Scott County,28123,In Person,Mississippi,MS,2021,28795
Scott County,28123,In Person,Mississippi,MS,2022,52349
Scott County,29201,Hybrid,Missouri,MO,2022,4318
Scott County,29201,In Person,Missouri,MO,2021,38718
Scott County,29201,In Person,Missouri,MO,2022,71980
Scott County,47151,In Person,Tennessee,TN,2021,21135
Scott County,47151,In Person,Tennessee,TN,2022,38424
Scott County,51169,In Person,Virginia,VA,2021,17560
Scott County,51169,In Person,Virginia,VA,2022,35120
Scotts Bluff County,31157,In Person,Nebraska,NE,2021,36250
Scotts Bluff County,31157,In Person,Nebraska,NE,2022,72500
Screven County,13251,Hybrid,Georgia,GA,2021,4570
Screven County,13251,In Person,Georgia,GA,2021,11425
Screven County,13251,In Person,Georgia,GA,2022,22850
Screven County,13251,Remote,Georgia,GA,2021,2285
Scurry County,48415,Hybrid,Texas,TX,2021,960
Scurry County,48415,In Person,Texas,TX,2021,22449
Scurry County,48415,In Person,Texas,TX,2022,35990
Searcy County,5129,In Person,Arkansas,AR,2021,6472
Searcy County,5129,In Person,Arkansas,AR,2022,13787
Sebastian County,5131,Hybrid,Arkansas,AR,2022,3833
Sebastian County,5131,In Person,Arkansas,AR,2021,111500
Sebastian County,5131,In Person,Arkansas,AR,2022,220258
Sedgwick County,8115,In Person,Colorado,CO,2021,6565
Sedgwick County,8115,In Person,Colorado,CO,2022,12095
Sedgwick County,20173,Hybrid,Kansas,KS,2021,5959
Sedgwick County,20173,Hybrid,Kansas,KS,2022,52462
Sedgwick County,20173,In Person,Kansas,KS,2021,448060
Sedgwick County,20173,In Person,Kansas,KS,2022,888461
Seminole County,12117,In Person,Florida,FL,2021,340480
Seminole County,12117,In Person,Florida,FL,2022,680960
Seminole County,13253,Hybrid,Georgia,GA,2021,1350
Seminole County,13253,Hybrid,Georgia,GA,2022,1350
Seminole County,13253,In Person,Georgia,GA,2021,6750
Seminole County,13253,In Person,Georgia,GA,2022,13500
Seminole County,40133,Hybrid,Oklahoma,OK,2021,3324
Seminole County,40133,Hybrid,Oklahoma,OK,2022,2011
Seminole County,40133,In Person,Oklahoma,OK,2021,27012
Seminole County,40133,In Person,Oklahoma,OK,2022,54484
Seneca County,36099,Hybrid,New York,NY,2022,1072
Seneca County,36099,In Person,New York,NY,2021,40920
Seneca County,36099,In Person,New York,NY,2022,83017
Seneca County,39147,In Person,Ohio,OH,2021,61030
Seneca County,39147,In Person,Ohio,OH,2022,113204
Sequatchie County,47153,Hybrid,Tennessee,TN,2021,1723
Sequatchie County,47153,In Person,Tennessee,TN,2021,19560
Sequatchie County,47153,In Person,Tennessee,TN,2022,32553
Sequoyah County,40135,Hybrid,Oklahoma,OK,2022,3600
Sequoyah County,40135,In Person,Oklahoma,OK,2021,34450
Sequoyah County,40135,In Person,Oklahoma,OK,2022,63803
Sevier County,5133,In Person,Arkansas,AR,2021,16080
Sevier County,5133,In Person,Arkansas,AR,2022,29658
Sevier County,47155,In Person,Tennessee,TN,2021,110140
Sevier County,47155,In Person,Tennessee,TN,2022,220280
Sevier County,49041,In Person,Utah,UT,2021,24165
Sevier County,49041,In Person,Utah,UT,2022,48330
Seward County,20175,In Person,Kansas,KS,2021,27045
Seward County,20175,In Person,Kansas,KS,2022,52167
Seward County,31159,In Person,Nebraska,NE,2021,16230
Seward County,31159,In Person,Nebraska,NE,2022,31743
Shackelford County,48417,Hybrid,Texas,TX,2021,558
Shackelford County,48417,Hybrid,Texas,TX,2022,16612
Shackelford County,48417,In Person,Texas,TX,2021,86062
Shackelford County,48417,In Person,Texas,TX,2022,174398
Shackelford County,48417,Remote,Texas,TX,2021,105
Shannon County,29203,Hybrid,Missouri,MO,2022,1653
Shannon County,29203,In Person,Missouri,MO,2021,11097
Shannon County,29203,In Person,Missouri,MO,2022,23910
Sharp County,5135,Hybrid,Arkansas,AR,2022,3465
Sharp County,5135,In Person,Arkansas,AR,2021,15444
Sharp County,5135,In Person,Arkansas,AR,2022,24877
Shasta County,6089,Hybrid,California,CA,2021,1128
Shasta County,6089,In Person,California,CA,2021,124988
Shasta County,6089,In Person,California,CA,2022,237911
Shasta County,6089,Remote,California,CA,2021,66
Shawano County,55115,In Person,Wisconsin,WI,2021,82333
Shawano County,55115,In Person,Wisconsin,WI,2022,163627
Shawnee County,20177,Hybrid,Kansas,KS,2021,1170
Shawnee County,20177,Hybrid,Kansas,KS,2022,13004
Shawnee County,20177,In Person,Kansas,KS,2021,149695
Shawnee County,20177,In Person,Kansas,KS,2022,299390
Sheboygan County,55117,In Person,Wisconsin,WI,2021,102865
Sheboygan County,55117,In Person,Wisconsin,WI,2022,216818
Shelby County,1117,Hybrid,Alabama,AL,2022,24374
Shelby County,1117,In Person,Alabama,AL,2021,269705
Shelby County,1117,In Person,Alabama,AL,2022,539410
Shelby County,17173,In Person,Illinois,IL,2021,20275
Shelby County,17173,In Person,Illinois,IL,2022,37835
Shelby County,18145,Hybrid,Indiana,IN,2022,4660
Shelby County,18145,In Person,Indiana,IN,2021,134270
Shelby County,18145,In Person,Indiana,IN,2022,258377
Shelby County,19165,In Person,Iowa,IA,2021,20123
Shelby County,19165,In Person,Iowa,IA,2022,34847
Shelby County,21211,Hybrid,Kentucky,KY,2021,9703
Shelby County,21211,Hybrid,Kentucky,KY,2022,6534
Shelby County,21211,In Person,Kentucky,KY,2021,76316
Shelby County,21211,In Person,Kentucky,KY,2022,151727
Shelby County,21211,Remote,Kentucky,KY,2021,6534
Shelby County,29205,In Person,Missouri,MO,2021,5090
Shelby County,29205,In Person,Missouri,MO,2022,10180
Shelby County,39149,In Person,Ohio,OH,2021,75542
Shelby County,39149,In Person,Ohio,OH,2022,143309
Shelby County,47157,Hybrid,Tennessee,TN,2022,122386
Shelby County,47157,In Person,Tennessee,TN,2021,735340
Shelby County,47157,In Person,Tennessee,TN,2022,1429652
Shelby County,48419,In Person,Texas,TX,2021,26885
Shelby County,48419,In Person,Texas,TX,2022,45784
Shenandoah County,51171,Hybrid,Virginia,VA,2021,3352
Shenandoah County,51171,In Person,Virginia,VA,2021,16760
Shenandoah County,51171,In Person,Virginia,VA,2022,33520
Sherburne County,27141,In Person,Minnesota,MN,2021,114161
Sherburne County,27141,In Person,Minnesota,MN,2022,229031
Sheridan County,20179,In Person,Kansas,KS,2021,5520
Sheridan County,20179,In Person,Kansas,KS,2022,9690
Sheridan County,30091,In Person,Montana,MT,2021,316
Sheridan County,30091,In Person,Montana,MT,2022,553
Sheridan County,31161,In Person,Nebraska,NE,2022,1821
Sheridan County,38083,In Person,North Dakota,ND,2021,781
Sheridan County,38083,In Person,North Dakota,ND,2022,2294
Sheridan County,56033,In Person,Wyoming,WY,2021,23360
Sheridan County,56033,In Person,Wyoming,WY,2022,46987
Sherman County,20181,In Person,Kansas,KS,2021,2462
Sherman County,20181,In Person,Kansas,KS,2022,11160
Sherman County,31163,In Person,Nebraska,NE,2021,1705
Sherman County,31163,In Person,Nebraska,NE,2022,3410
Sherman County,41055,In Person,Oregon,OR,2021,1335
Sherman County,41055,In Person,Oregon,OR,2022,2670
Sherman County,48421,In Person,Texas,TX,2021,2815
Sherman County,48421,In Person,Texas,TX,2022,3941
Shiawassee County,26155,Hybrid,Michigan,MI,2021,3121
Shiawassee County,26155,Hybrid,Michigan,MI,2022,816
Shiawassee County,26155,In Person,Michigan,MI,2021,102500
Shiawassee County,26155,In Person,Michigan,MI,2022,192949
Shiawassee County,26155,Remote,Michigan,MI,2021,2928
Shiawassee County,26155,Remote,Michigan,MI,2022,2196
Shoshone County,16079,In Person,Idaho,ID,2021,8550
Shoshone County,16079,In Person,Idaho,ID,2022,12276
Sibley County,27143,In Person,Minnesota,MN,2021,31855
Sibley County,27143,In Person,Minnesota,MN,2022,58718
Sibley County,27143,Remote,Minnesota,MN,2021,570
Sibley County,27143,Remote,Minnesota,MN,2022,684
Sierra County,6091,In Person,California,CA,2021,2360
Sierra County,6091,In Person,California,CA,2022,4820
Sierra County,35051,In Person,New Mexico,NM,2021,6425
Sierra County,35051,In Person,New Mexico,NM,2022,12850
Sierra County,35051,Remote,New Mexico,NM,2021,1285
Silver Bow County,30093,Hybrid,Montana,MT,2022,313
Silver Bow County,30093,In Person,Montana,MT,2021,26631
Silver Bow County,30093,In Person,Montana,MT,2022,53269
Simpson County,21213,In Person,Kentucky,KY,2021,22850
Simpson County,21213,In Person,Kentucky,KY,2022,45700
Simpson County,21213,Remote,Kentucky,KY,2021,1023
Simpson County,28127,In Person,Mississippi,MS,2021,17700
Simpson County,28127,In Person,Mississippi,MS,2022,35400
Sioux County,19167,In Person,Iowa,IA,2021,37395
Sioux County,19167,In Person,Iowa,IA,2022,69255
Sioux County,31165,In Person,Nebraska,NE,2021,33400
Sioux County,31165,In Person,Nebraska,NE,2022,66242
Sioux County,38085,In Person,North Dakota,ND,2021,2135
Sioux County,38085,In Person,North Dakota,ND,2022,4270
Siskiyou County,6093,Hybrid,California,CA,2021,650
Siskiyou County,6093,Hybrid,California,CA,2022,162
Siskiyou County,6093,In Person,California,CA,2021,25298
Siskiyou County,6093,In Person,California,CA,2022,52187
Skagit County,53057,In Person,Washington,WA,2021,121507
Skagit County,53057,In Person,Washington,WA,2022,237784
Skamania County,53059,Hybrid,Washington,WA,2021,1289
Skamania County,53059,In Person,Washington,WA,2021,28230
Skamania County,53059,In Person,Washington,WA,2022,56100
Slope County,38087,In Person,North Dakota,ND,2021,130
Slope County,38087,In Person,North Dakota,ND,2022,182
Smith County,20183,In Person,Kansas,KS,2021,3145
Smith County,20183,In Person,Kansas,KS,2022,5711
Smith County,28129,In Person,Mississippi,MS,2021,41875
Smith County,28129,In Person,Mississippi,MS,2022,70661
Smith County,28129,Remote,Mississippi,MS,2021,2616
Smith County,47159,Hybrid,Tennessee,TN,2021,3983
Smith County,47159,Hybrid,Tennessee,TN,2022,3983
Smith County,47159,In Person,Tennessee,TN,2021,137065
Smith County,47159,In Person,Tennessee,TN,2022,258233
Smith County,47159,Remote,Tennessee,TN,2021,19015
Smith County,48423,Hybrid,Texas,TX,2021,1835
Smith County,48423,Hybrid,Texas,TX,2022,13473
Smith County,48423,In Person,Texas,TX,2021,239012
Smith County,48423,In Person,Texas,TX,2022,465691
Smith County,48423,Remote,Texas,TX,2021,237
Smyth County,51173,In Person,Virginia,VA,2021,21340
Smyth County,51173,In Person,Virginia,VA,2022,42680
Snohomish County,53061,Hybrid,Washington,WA,2021,21727
Snohomish County,53061,Hybrid,Washington,WA,2022,28552
Snohomish County,53061,In Person,Washington,WA,2021,709265
Snohomish County,53061,In Person,Washington,WA,2022,1410592
Snyder County,42109,In Person,Pennsylvania,PA,2021,23645
Snyder County,42109,In Person,Pennsylvania,PA,2022,39445
Socorro County,35053,In Person,New Mexico,NM,2021,9710
Socorro County,35053,In Person,New Mexico,NM,2022,19420
Solano County,6095,In Person,California,CA,2021,355885
Solano County,6095,In Person,California,CA,2022,707093
Somerset County,23025,Hybrid,Maine,ME,2021,5657
Somerset County,23025,Hybrid,Maine,ME,2022,3048
Somerset County,23025,In Person,Maine,ME,2021,60254
Somerset County,23025,In Person,Maine,ME,2022,121780
Somerset County,24039,In Person,Maryland,MD,2021,14525
Somerset County,24039,In Person,Maryland,MD,2022,29050
Somerset County,34035,Hybrid,New Jersey,NJ,2022,24740
Somerset County,34035,In Person,New Jersey,NJ,2021,423804
Somerset County,34035,In Person,New Jersey,NJ,2022,834305
Somerset County,34035,Remote,New Jersey,NJ,2022,38164
Somerset County,42111,Hybrid,Pennsylvania,PA,2021,799
Somerset County,42111,In Person,Pennsylvania,PA,2021,47251
Somerset County,42111,In Person,Pennsylvania,PA,2022,98346
Somervell County,48425,In Person,Texas,TX,2021,83175
Somervell County,48425,In Person,Texas,TX,2022,166089
Sonoma County,6097,Hybrid,California,CA,2022,891
Sonoma County,6097,In Person,California,CA,2021,322494
Sonoma County,6097,In Person,California,CA,2022,624378
Southampton County,51175,Hybrid,Virginia,VA,2022,6669
Southampton County,51175,In Person,Virginia,VA,2021,30520
Southampton County,51175,In Person,Virginia,VA,2022,61040
Southeast Fairbanks Census Area,2240,In Person,Alaska,AK,2021,6000
Southeast Fairbanks Census Area,2240,In Person,Alaska,AK,2022,10773
Spalding County,13255,Hybrid,Georgia,GA,2021,10207
Spalding County,13255,In Person,Georgia,GA,2021,53095
Spalding County,13255,In Person,Georgia,GA,2022,104954
Spartanburg County,45083,Hybrid,South Carolina,SC,2022,17117
Spartanburg County,45083,In Person,South Carolina,SC,2021,247330
Spartanburg County,45083,In Person,South Carolina,SC,2022,467411
Spencer County,18147,Hybrid,Indiana,IN,2021,10162
Spencer County,18147,In Person,Indiana,IN,2021,73775
Spencer County,18147,In Person,Indiana,IN,2022,147550
Spencer County,21215,Hybrid,Kentucky,KY,2021,3169
Spencer County,21215,In Person,Kentucky,KY,2021,34885
Spencer County,21215,In Person,Kentucky,KY,2022,69770
Spink County,46115,In Person,South Dakota,SD,2021,5055
Spink County,46115,In Person,South Dakota,SD,2022,10110
Spokane County,53063,Hybrid,Washington,WA,2022,30464
Spokane County,53063,In Person,Washington,WA,2021,409068
Spokane County,53063,In Person,Washington,WA,2022,785846
Spotsylvania County,51177,Hybrid,Virginia,VA,2021,51519
Spotsylvania County,51177,In Person,Virginia,VA,2021,153146
Spotsylvania County,51177,In Person,Virginia,VA,2022,357080
St. Bernard Parish,22087,In Person,Louisiana,LA,2021,39705
St. Bernard Parish,22087,In Person,Louisiana,LA,2022,79410
St. Charles County,29183,Hybrid,Missouri,MO,2021,7171
St. Charles County,29183,In Person,Missouri,MO,2021,300955
St. Charles County,29183,In Person,Missouri,MO,2022,601910
St. Charles Parish,22089,In Person,Louisiana,LA,2021,47200
St. Charles Parish,22089,In Person,Louisiana,LA,2022,94400
St. Clair County,1115,Hybrid,Alabama,AL,2022,7653
St. Clair County,1115,In Person,Alabama,AL,2021,124995
St. Clair County,1115,In Person,Alabama,AL,2022,237546
St. Clair County,17163,Hybrid,Illinois,IL,2021,6294
St. Clair County,17163,Hybrid,Illinois,IL,2022,10860
St. Clair County,17163,In Person,Illinois,IL,2021,272469
St. Clair County,17163,In Person,Illinois,IL,2022,534324
St. Clair County,17163,Remote,Illinois,IL,2022,11101
St. Clair County,26147,Hybrid,Michigan,MI,2021,7913
St. Clair County,26147,In Person,Michigan,MI,2021,149860
St. Clair County,26147,In Person,Michigan,MI,2022,299658
St. Clair County,29185,In Person,Missouri,MO,2021,12665
St. Clair County,29185,In Person,Missouri,MO,2022,24352
St. Croix County,55109,In Person,Wisconsin,WI,2021,83365
St. Croix County,55109,In Person,Wisconsin,WI,2022,187469
St. Francis County,5123,Hybrid,Arkansas,AR,2022,5130
St. Francis County,5123,In Person,Arkansas,AR,2021,24800
St. Francis County,5123,In Person,Arkansas,AR,2022,59580
St. Francois County,29187,In Person,Missouri,MO,2021,87388
St. Francois County,29187,In Person,Missouri,MO,2022,164768
St. Helena Parish,22091,Hybrid,Louisiana,LA,2021,19835
St. Helena Parish,22091,In Person,Louisiana,LA,2021,105245
St. Helena Parish,22091,In Person,Louisiana,LA,2022,206848
St. James Parish,22093,In Person,Louisiana,LA,2021,18420
St. James Parish,22093,In Person,Louisiana,LA,2022,36840
St. John the Baptist Parish,22095,In Person,Louisiana,LA,2021,29590
St. John the Baptist Parish,22095,In Person,Louisiana,LA,2022,59180
St. Johns County,12109,In Person,Florida,FL,2021,218140
St. Johns County,12109,In Person,Florida,FL,2022,436280
St. Joseph County,18141,Hybrid,Indiana,IN,2022,6170
St. Joseph County,18141,In Person,Indiana,IN,2021,245676
St. Joseph County,18141,In Person,Indiana,IN,2022,473183
St. Joseph County,26149,Hybrid,Michigan,MI,2021,1678
St. Joseph County,26149,Hybrid,Michigan,MI,2022,2535
St. Joseph County,26149,In Person,Michigan,MI,2021,62695
St. Joseph County,26149,In Person,Michigan,MI,2022,138647
St. Landry Parish,22097,Hybrid,Louisiana,LA,2021,25930
St. Landry Parish,22097,Hybrid,Louisiana,LA,2022,12965
St. Landry Parish,22097,In Person,Louisiana,LA,2021,94625
St. Landry Parish,22097,In Person,Louisiana,LA,2022,189250
St. Lawrence County,36089,In Person,New York,NY,2021,77137
St. Lawrence County,36089,In Person,New York,NY,2022,152215
St. Lawrence County,36089,Remote,New York,NY,2021,390
St. Louis County,27137,Hybrid,Minnesota,MN,2021,723
St. Louis County,27137,In Person,Minnesota,MN,2021,138634
St. Louis County,27137,In Person,Minnesota,MN,2022,269117
St. Louis County,29189,Hybrid,Missouri,MO,2021,59311
St. Louis County,29189,Hybrid,Missouri,MO,2022,6175
St. Louis County,29189,In Person,Missouri,MO,2021,702239
St. Louis County,29189,In Person,Missouri,MO,2022,1425379
St. Louis city,29510,Hybrid,Missouri,MO,2021,37335
St. Louis city,29510,Hybrid,Missouri,MO,2022,26948
St. Louis city,29510,In Person,Missouri,MO,2021,334000
St. Louis city,29510,In Person,Missouri,MO,2022,652088
St. Lucie County,12111,In Person,Florida,FL,2021,304485
St. Lucie County,12111,In Person,Florida,FL,2022,608970
St. Martin Parish,22099,Hybrid,Louisiana,LA,2021,7695
St. Martin Parish,22099,In Person,Louisiana,LA,2021,38475
St. Martin Parish,22099,In Person,Louisiana,LA,2022,76950
St. Mary Parish,22101,Hybrid,Louisiana,LA,2021,8407
St. Mary Parish,22101,In Person,Louisiana,LA,2021,43910
St. Mary Parish,22101,In Person,Louisiana,LA,2022,87820
St. Mary's County,24037,In Person,Maryland,MD,2021,90415
St. Mary's County,24037,In Person,Maryland,MD,2022,180830
St. Tammany Parish,22103,Hybrid,Louisiana,LA,2022,6994
St. Tammany Parish,22103,In Person,Louisiana,LA,2021,226115
St. Tammany Parish,22103,In Person,Louisiana,LA,2022,452230
Stafford County,20185,In Person,Kansas,KS,2021,18620
Stafford County,20185,In Person,Kansas,KS,2022,37240
Stafford County,20185,Remote,Kansas,KS,2021,352
Stafford County,51179,Hybrid,Virginia,VA,2021,30086
Stafford County,51179,In Person,Virginia,VA,2021,150430
Stafford County,51179,In Person,Virginia,VA,2022,300860
Stanislaus County,6099,In Person,California,CA,2021,540365
Stanislaus County,6099,In Person,California,CA,2022,1075846
Stanley County,46117,In Person,South Dakota,SD,2021,2030
Stanley County,46117,In Person,South Dakota,SD,2022,2842
Stanly County,37167,Hybrid,North Carolina,NC,2021,8352
Stanly County,37167,Hybrid,North Carolina,NC,2022,8352
Stanly County,37167,In Person,North Carolina,NC,2021,45830
Stanly County,37167,In Person,North Carolina,NC,2022,91660
Stanton County,20187,In Person,Kansas,KS,2021,470
Stanton County,20187,In Person,Kansas,KS,2022,3290
Stanton County,31167,In Person,Nebraska,NE,2021,30115
Stanton County,31167,In Person,Nebraska,NE,2022,58586
Stark County,17175,In Person,Illinois,IL,2021,20605
Stark County,17175,In Person,Illinois,IL,2022,39014
Stark County,38089,In Person,North Dakota,ND,2021,23796
Stark County,38089,In Person,North Dakota,ND,2022,49365
Stark County,39151,Hybrid,Ohio,OH,2021,8045
Stark County,39151,Hybrid,Ohio,OH,2022,32180
Stark County,39151,In Person,Ohio,OH,2021,312715
Stark County,39151,In Person,Ohio,OH,2022,593612
Starke County,18149,In Person,Indiana,IN,2021,54435
Starke County,18149,In Person,Indiana,IN,2022,102315
Starr County,48427,In Person,Texas,TX,2021,81605
Starr County,48427,In Person,Texas,TX,2022,163210
Staunton city,51790,In Person,Virginia,VA,2022,19159
Ste. Genevieve County,29186,In Person,Missouri,MO,2021,74875
Ste. Genevieve County,29186,In Person,Missouri,MO,2022,140654
Stearns County,27145,Hybrid,Minnesota,MN,2022,1795
Stearns County,27145,In Person,Minnesota,MN,2021,124396
Stearns County,27145,In Person,Minnesota,MN,2022,248619
Steele County,27147,Hybrid,Minnesota,MN,2022,5789
Steele County,27147,In Person,Minnesota,MN,2021,67650
Steele County,27147,In Person,Minnesota,MN,2022,127275
Steele County,38091,In Person,North Dakota,ND,2021,380
Steele County,38091,In Person,North Dakota,ND,2022,532
Stephens County,13257,In Person,Georgia,GA,2021,19920
Stephens County,13257,In Person,Georgia,GA,2022,27888
Stephens County,40137,Hybrid,Oklahoma,OK,2021,2630
Stephens County,40137,Hybrid,Oklahoma,OK,2022,4010
Stephens County,40137,In Person,Oklahoma,OK,2021,30125
Stephens County,40137,In Person,Oklahoma,OK,2022,60814
Stephens County,48429,In Person,Texas,TX,2021,26127
Stephens County,48429,In Person,Texas,TX,2022,51993
Stephenson County,17177,Hybrid,Illinois,IL,2021,1800
Stephenson County,17177,Hybrid,Illinois,IL,2022,4535
Stephenson County,17177,In Person,Illinois,IL,2021,40450
Stephenson County,17177,In Person,Illinois,IL,2022,76208
Sterling County,48431,In Person,Texas,TX,2021,1715
Sterling County,48431,In Person,Texas,TX,2022,2401
Steuben County,18151,Hybrid,Indiana,IN,2022,5646
Steuben County,18151,In Person,Indiana,IN,2021,35010
Steuben County,18151,In Person,Indiana,IN,2022,70020
Steuben County,36101,Hybrid,New York,NY,2021,1479
Steuben County,36101,In Person,New York,NY,2021,84156
Steuben County,36101,In Person,New York,NY,2022,168498
Steuben County,36101,Remote,New York,NY,2021,1479
Stevens County,20189,In Person,Kansas,KS,2021,6075
Stevens County,20189,In Person,Kansas,KS,2022,12150
Stevens County,27149,In Person,Minnesota,MN,2021,6230
Stevens County,27149,In Person,Minnesota,MN,2022,12460
Stevens County,53065,In Person,Washington,WA,2021,55280
Stevens County,53065,In Person,Washington,WA,2022,108364
Stewart County,13259,In Person,Georgia,GA,2021,2150
Stewart County,13259,In Person,Georgia,GA,2022,3010
Stewart County,47161,In Person,Tennessee,TN,2021,10250
Stewart County,47161,In Person,Tennessee,TN,2022,20500
Stewart County,47161,Remote,Tennessee,TN,2021,2050
Stillwater County,30095,In Person,Montana,MT,2021,19600
Stillwater County,30095,In Person,Montana,MT,2022,34874
Stoddard County,29207,Hybrid,Missouri,MO,2022,3438
Stoddard County,29207,In Person,Missouri,MO,2021,39727
Stoddard County,29207,In Person,Missouri,MO,2022,78086
Stokes County,37169,Hybrid,North Carolina,NC,2021,5890
Stokes County,37169,Hybrid,North Carolina,NC,2022,11780
Stokes County,37169,In Person,North Carolina,NC,2021,38480
Stokes County,37169,In Person,North Carolina,NC,2022,76134
Stone County,5137,In Person,Arkansas,AR,2021,8215
Stone County,5137,In Person,Arkansas,AR,2022,16430
Stone County,28131,Hybrid,Mississippi,MS,2021,7632
Stone County,28131,In Person,Mississippi,MS,2021,10176
Stone County,28131,In Person,Mississippi,MS,2022,25440
Stone County,29209,Hybrid,Missouri,MO,2022,8503
Stone County,29209,In Person,Missouri,MO,2021,89556
Stone County,29209,In Person,Missouri,MO,2022,177372
Stonewall County,48433,In Person,Texas,TX,2021,1100
Stonewall County,48433,In Person,Texas,TX,2022,2200
Storey County,32029,In Person,Nevada,NV,2021,2245
Storey County,32029,In Person,Nevada,NV,2022,4490
Story County,19169,Hybrid,Iowa,IA,2022,14916
Story County,19169,In Person,Iowa,IA,2021,62921
Story County,19169,In Person,Iowa,IA,2022,125134
Strafford County,33017,Hybrid,New Hampshire,NH,2022,1095
Strafford County,33017,In Person,New Hampshire,NH,2021,76610
Strafford County,33017,In Person,New Hampshire,NH,2022,146353
Stutsman County,38093,In Person,North Dakota,ND,2021,17820
Stutsman County,38093,In Person,North Dakota,ND,2022,34890
Sublette County,56035,In Person,Wyoming,WY,2021,8200
Sublette County,56035,In Person,Wyoming,WY,2022,16400
