countyname,fips,state,year,cases_count,deaths_count
Ravalli County,30081,Montana,2021,1315684,18813
Ravalli County,30081,Montana,2022,2342050,50394
Richland County,30083,Montana,2021,492370,6507
Richland County,30083,Montana,2022,858772,11017
Roosevelt County,30085,Montana,2021,640633,20329
Roosevelt County,30085,Montana,2022,1067423,23714
Rosebud County,30087,Montana,2021,488125,17858
Rosebud County,30087,Montana,2022,855913,19473
Sanders County,30089,Montana,2021,314130,6026
Sanders County,30089,Montana,2022,706474,15819
Sheridan County,30091,Montana,2021,161874,2132
Sheridan County,30091,Montana,2022,238755,3681
Silver Bow County,30093,Montana,2021,1645342,32179
Silver Bow County,30093,Montana,2022,2791098,42076
Stillwater County,30095,Montana,2021,307428,6132
Stillwater County,30095,Montana,2022,501444,10012
Sweet Grass County,30097,Montana,2021,158791,2573
Sweet Grass County,30097,Montana,2022,257507,3821
Teton County,30099,Montana,2021,211217,2836
Teton County,30099,Montana,2022,427473,7636
Toole County,30101,Montana,2021,291087,4378
Toole County,30101,Montana,2022,409176,7706
Treasure County,30103,Montana,2021,24037,365
Treasure County,30103,Montana,2022,43792,323
Valley County,30105,Montana,2021,357183,6723
Valley County,30105,Montana,2022,576790,11906
Wheatland County,30107,Montana,2021,73354,3222
Wheatland County,30107,Montana,2022,125623,4483
Wibaux County,30109,Montana,2021,48895,2266
Wibaux County,30109,Montana,2022,68782,2584
Yellowstone County,30111,Montana,2021,7533097,108303
Yellowstone County,30111,Montana,2022,14178085,177799
Adams County,31001,Nebraska,2021,1200311,17671
Adams County,31001,Nebraska,2022,2153075,23661
Antelope County,31003,Nebraska,2021,218724,2705
Antelope County,31003,Nebraska,2022,357789,4582
Arthur County,31005,Nebraska,2021,8519,311
Arthur County,31005,Nebraska,2022,10349,323
Banner County,31007,Nebraska,2021,14384,97
Banner County,31007,Nebraska,2022,29306,646
Blaine County,31009,Nebraska,2021,10201,61
Blaine County,31009,Nebraska,2022,21821,993
Boone County,31011,Nebraska,2021,221808,1500
Boone County,31011,Nebraska,2022,354798,1878
Box Butte County,31013,Nebraska,2021,403403,3943
Box Butte County,31013,Nebraska,2022,737114,5832
Boyd County,31015,Nebraska,2021,75480,1195
Boyd County,31015,Nebraska,2022,132522,2292
Brown County,31017,Nebraska,2021,99943,1062
Brown County,31017,Nebraska,2022,175252,1460
Buffalo County,31019,Nebraska,2021,2217484,21627
Buffalo County,31019,Nebraska,2022,3950113,34174
Burt County,31021,Nebraska,2021,255185,4268
Burt County,31021,Nebraska,2022,433117,5527
Butler County,31023,Nebraska,2021,341585,4358
Butler County,31023,Nebraska,2022,630688,5446
Cass County,31025,Nebraska,2021,1043515,6271
Cass County,31025,Nebraska,2022,2024805,13915
Cedar County,31027,Nebraska,2021,317520,4044
Cedar County,31027,Nebraska,2022,490362,4887
Chase County,31029,Nebraska,2021,178450,1712
Chase County,31029,Nebraska,2022,254117,2319
Cherry County,31031,Nebraska,2021,133335,2614
Cherry County,31031,Nebraska,2022,180927,3519
Cheyenne County,31033,Nebraska,2021,378483,6561
Cheyenne County,31033,Nebraska,2022,663257,7851
Clay County,31035,Nebraska,2021,286964,5293
Clay County,31035,Nebraska,2022,493056,7871
Colfax County,31037,Nebraska,2021,601224,7655
Colfax County,31037,Nebraska,2022,876281,8874
Cuming County,31039,Nebraska,2021,397173,4841
Cuming County,31039,Nebraska,2022,593424,5136
Custer County,31041,Nebraska,2021,363698,7000
Custer County,31041,Nebraska,2022,664345,9889
Dakota County,31043,Nebraska,2021,1550751,28166
Dakota County,31043,Nebraska,2022,2247729,26616
Dawes County,31045,Nebraska,2021,299054,7035
Dawes County,31045,Nebraska,2022,447745,6924
Dawson County,31047,Nebraska,2021,1138398,11384
Dawson County,31047,Nebraska,2022,1720610,15852
Deuel County,31049,Nebraska,2021,48334,635
Deuel County,31049,Nebraska,2022,103975,831
Dixon County,31051,Nebraska,2021,245183,3323
Dixon County,31051,Nebraska,2022,392108,3844
Dodge County,31053,Nebraska,2021,1903942,26023
Dodge County,31053,Nebraska,2022,3318662,34991
Douglas County,31055,Nebraska,2021,27444368,267422
Douglas County,31055,Nebraska,2022,49938718,361385
Dundy County,31057,Nebraska,2021,71626,1496
Dundy County,31057,Nebraska,2022,111169,1932
Fillmore County,31059,Nebraska,2021,202643,4189
Fillmore County,31059,Nebraska,2022,371813,4490
Franklin County,31061,Nebraska,2021,96027,1612
Franklin County,31061,Nebraska,2022,138391,3824
Frontier County,31063,Nebraska,2021,84746,418
Frontier County,31063,Nebraska,2022,177754,867
Furnas County,31065,Nebraska,2021,197353,1742
Furnas County,31065,Nebraska,2022,366689,2812
Gage County,31067,Nebraska,2021,822930,7754
Gage County,31067,Nebraska,2022,1167517,14392
Garden County,31069,Nebraska,2021,51215,365
Garden County,31069,Nebraska,2022,123767,433
Garfield County,31071,Nebraska,2021,67276,715
Garfield County,31071,Nebraska,2022,132468,998
Gosper County,31073,Nebraska,2021,73369,1796
Gosper County,31073,Nebraska,2022,124697,2355
Grant County,31075,Nebraska,2021,16959,1489
Grant County,31075,Nebraska,2022,33162,1782
Greeley County,31077,Nebraska,2021,85145,555
Greeley County,31077,Nebraska,2022,134535,834
Hall County,31079,Nebraska,2021,3026397,42424
Hall County,31079,Nebraska,2022,5375326,46368
Hamilton County,31081,Nebraska,2021,384316,6598
Hamilton County,31081,Nebraska,2022,751852,7930
Harlan County,31083,Nebraska,2021,87844,64
Harlan County,31083,Nebraska,2022,119721,1125
Hayes County,31085,Nebraska,2021,23382,0
Hayes County,31085,Nebraska,2022,32983,0
Hitchcock County,31087,Nebraska,2021,103033,1660
Hitchcock County,31087,Nebraska,2022,176368,2497
Holt County,31089,Nebraska,2021,357079,5652
Holt County,31089,Nebraska,2022,710855,6395
Hooker County,31091,Nebraska,2021,21530,948
Hooker County,31091,Nebraska,2022,36895,1553
Howard County,31093,Nebraska,2021,222817,4783
Howard County,31093,Nebraska,2022,384984,5372
Jefferson County,31095,Nebraska,2021,258345,801
Jefferson County,31095,Nebraska,2022,399432,2468
Johnson County,31097,Nebraska,2021,241098,3358
Johnson County,31097,Nebraska,2022,283469,3465
Kearney County,31099,Nebraska,2021,258818,1881
Kearney County,31099,Nebraska,2022,396621,2975
Keith County,31101,Nebraska,2021,285072,3235
Keith County,31101,Nebraska,2022,505737,6455
Keya Paha County,31103,Nebraska,2021,22061,0
Keya Paha County,31103,Nebraska,2022,38678,0
Kimball County,31105,Nebraska,2021,166678,2668
Kimball County,31105,Nebraska,2022,245583,3216
Knox County,31107,Nebraska,2021,372198,4372
Knox County,31107,Nebraska,2022,549172,4374
Lancaster County,31109,Nebraska,2021,12536755,92747
Lancaster County,31109,Nebraska,2022,25939508,140520
Lincoln County,31111,Nebraska,2021,1581674,24779
Lincoln County,31111,Nebraska,2022,2889626,37092
Logan County,31113,Nebraska,2021,31168,0
Logan County,31113,Nebraska,2022,47196,0
Loup County,31115,Nebraska,2021,16182,0
Loup County,31115,Nebraska,2022,27824,0
McPherson County,31117,Nebraska,2021,12472,354
McPherson County,31117,Nebraska,2022,22854,323
Madison County,31119,Nebraska,2021,1743178,16220
Madison County,31119,Nebraska,2022,3176687,21970
Merrick County,31121,Nebraska,2021,312936,5288
Merrick County,31121,Nebraska,2022,564890,5758
Morrill County,31123,Nebraska,2021,213914,5424
Morrill County,31123,Nebraska,2022,385245,6989
Nance County,31125,Nebraska,2021,160801,3635
Nance County,31125,Nebraska,2022,256355,3988
Nemaha County,31127,Nebraska,2021,282733,5061
Nemaha County,31127,Nebraska,2022,462339,6647
Nuckolls County,31129,Nebraska,2021,184796,3280
Nuckolls County,31129,Nebraska,2022,316079,4412
Otoe County,31131,Nebraska,2021,576543,4034
Otoe County,31131,Nebraska,2022,1103032,6397
Pawnee County,31133,Nebraska,2021,89532,1019
Pawnee County,31133,Nebraska,2022,140428,1507
Perkins County,31135,Nebraska,2021,110507,4093
Perkins County,31135,Nebraska,2022,172026,3923
Phelps County,31137,Nebraska,2021,403588,3521
Phelps County,31137,Nebraska,2022,765671,4865
Pierce County,31139,Nebraska,2021,259759,7455
Pierce County,31139,Nebraska,2022,416785,6942
Platte County,31141,Nebraska,2021,1625101,18429
Platte County,31141,Nebraska,2022,2843124,24071
Polk County,31143,Nebraska,2021,231529,6541
Polk County,31143,Nebraska,2022,389752,6190
Red Willow County,31145,Nebraska,2021,490911,5088
Red Willow County,31145,Nebraska,2022,761668,6539
Richardson County,31147,Nebraska,2021,294214,7767
Richardson County,31147,Nebraska,2022,597311,8090
Rock County,31149,Nebraska,2021,47004,730
Rock County,31149,Nebraska,2022,57777,693
Saline County,31151,Nebraska,2021,779490,1340
Saline County,31151,Nebraska,2022,1237944,3842
Sarpy County,31153,Nebraska,2021,8687832,49489
Sarpy County,31153,Nebraska,2022,16503871,89036
Saunders County,31155,Nebraska,2021,976083,6591
Saunders County,31155,Nebraska,2022,1633481,10418
Scotts Bluff County,31157,Nebraska,2021,1881700,34630
Scotts Bluff County,31157,Nebraska,2022,3167953,35210
Seward County,31159,Nebraska,2021,753996,11900
Seward County,31159,Nebraska,2022,1088594,13891
Sheridan County,31161,Nebraska,2021,211724,7164
Sheridan County,31161,Nebraska,2022,324874,8105
Sherman County,31163,Nebraska,2021,90471,1460
Sherman County,31163,Nebraska,2022,193483,1563
Sioux County,31165,Nebraska,2021,14621,218
Sioux County,31165,Nebraska,2022,23685,323
Stanton County,31167,Nebraska,2021,146228,3699
Stanton County,31167,Nebraska,2022,223773,3656
Thayer County,31169,Nebraska,2021,200172,2116
Thayer County,31169,Nebraska,2022,363193,2837
Thomas County,31171,Nebraska,2021,21039,340
Thomas County,31171,Nebraska,2022,32642,323
Thurston County,31173,Nebraska,2021,366022,4304
Thurston County,31173,Nebraska,2022,577053,7538
Valley County,31175,Nebraska,2021,136227,1066
Valley County,31175,Nebraska,2022,243599,2142
Washington County,31177,Nebraska,2021,853234,9340
Washington County,31177,Nebraska,2022,1514557,13488
Wayne County,31179,Nebraska,2021,413939,2654
Wayne County,31179,Nebraska,2022,599436,3839
Webster County,31181,Nebraska,2021,149922,2491
Webster County,31181,Nebraska,2022,232296,3489
Wheeler County,31183,Nebraska,2021,17650,0
Wheeler County,31183,Nebraska,2022,40332,507
York County,31185,Nebraska,2021,703178,5484
York County,31185,Nebraska,2022,1289282,7188
Churchill County,32001,Nevada,2021,946329,20223
Churchill County,32001,Nevada,2022,2162268,35773
Clark County,32003,Nevada,2021,100778719,1725385
Clark County,32003,Nevada,2022,183570887,2671226
Douglas County,32005,Nevada,2021,1253528,15402
Douglas County,32005,Nevada,2022,2508230,29506
Elko County,32007,Nevada,2021,2208578,25973
Elko County,32007,Nevada,2022,3878710,44787
Esmeralda County,32009,Nevada,2021,16169,168
Esmeralda County,32009,Nevada,2022,34450,1108
Eureka County,32011,Nevada,2021,36365,85
Eureka County,32011,Nevada,2022,64068,551
Humboldt County,32013,Nevada,2021,589393,6890
Humboldt County,32013,Nevada,2022,954633,18081
Lander County,32015,Nevada,2021,204092,3934
Lander County,32015,Nevada,2022,383601,6489
Lincoln County,32017,Nevada,2021,161388,1116
Lincoln County,32017,Nevada,2022,208553,2451
Lyon County,32019,Nevada,2021,1551721,28174
Lyon County,32019,Nevada,2022,3431774,55925
Mineral County,32021,Nevada,2021,142272,2997
Mineral County,32021,Nevada,2022,399833,5585
Nye County,32023,Nevada,2021,1263483,42716
Nye County,32023,Nevada,2022,2487022,83684
Pershing County,32027,Nevada,2021,365745,7778
Pershing County,32027,Nevada,2022,651395,9666
Storey County,32029,Nevada,2021,49486,1340
Storey County,32029,Nevada,2022,61507,3770
Washoe County,32031,Nevada,2021,18805857,269762
Washoe County,32031,Nevada,2022,35492917,388098
White Pine County,32033,Nevada,2021,292155,2967
White Pine County,32033,Nevada,2022,557281,6693
Carson City,32510,Nevada,2021,2610432,47503
Carson City,32510,Nevada,2022,4912772,69586
Belknap County,33001,New Hampshire,2021,1696246,38252
Belknap County,33001,New Hampshire,2022,4644155,57959
Carroll County,33003,New Hampshire,2021,1021710,4769
Carroll County,33003,New Hampshire,2022,3245659,19486
Cheshire County,33005,New Hampshire,2021,1556036,13433
Cheshire County,33005,New Hampshire,2022,5073559,36319
Coos County,33007,New Hampshire,2021,836011,16562
Coos County,33007,New Hampshire,2022,2322630,36600
Grafton County,33009,New Hampshire,2021,1602837,9680
Grafton County,33009,New Hampshire,2022,6154072,22478
Hillsborough County,33011,New Hampshire,2021,13813918,231853
Hillsborough County,33011,New Hampshire,2022,33114775,295629
Merrimack County,33013,New Hampshire,2021,3860203,43224
Merrimack County,33013,New Hampshire,2022,10872811,75209
Rockingham County,33015,New Hampshire,2021,9236270,95747
Rockingham County,33015,New Hampshire,2022,22937986,175650
Strafford County,33017,New Hampshire,2021,3790355,35081
Strafford County,33017,New Hampshire,2022,9997602,68392
Sullivan County,33019,New Hampshire,2021,838377,9828
Sullivan County,33019,New Hampshire,2022,3159287,22241
Atlantic County,34001,New Jersey,2021,11731268,243964
Atlantic County,34001,New Jersey,2022,23865404,323051
Bergen County,34003,New Jersey,2021,37292049,1032206
Bergen County,34003,New Jersey,2022,81037791,1118320
Burlington County,34005,New Jersey,2021,16586832,311908
Burlington County,34005,New Jersey,2022,36228409,394251
Camden County,34007,New Jersey,2021,20663039,472799
Camden County,34007,New Jersey,2022,43973638,585543
Cape May County,34009,New Jersey,2021,3566910,75789
Cape May County,34009,New Jersey,2022,7769538,98309
Cumberland County,34011,New Jersey,2021,6380053,154336
Cumberland County,34011,New Jersey,2022,13541483,195944
Essex County,34013,New Jersey,2021,33956645,1074364
Essex County,34013,New Jersey,2022,75292508,1162211
Gloucester County,34015,New Jersey,2021,11464778,231376
Gloucester County,34015,New Jersey,2022,24203747,310563
Hudson County,34017,New Jersey,2021,31367213,812563
Hudson County,34017,New Jersey,2022,60918415,878830
Hunterdon County,34019,New Jersey,2021,3580754,63974
Hunterdon County,34019,New Jersey,2022,8781945,88152
Mercer County,34021,New Jersey,2021,12473832,344477
Mercer County,34021,New Jersey,2022,27613496,407474
Middlesex County,34023,New Jersey,2021,33409912,838235
Middlesex County,34023,New Jersey,2022,69426597,927084
Monmouth County,34025,New Jersey,2021,27931212,578008
Monmouth County,34025,New Jersey,2022,57994411,706009
Morris County,34027,New Jersey,2021,18094948,444540
Morris County,34027,New Jersey,2022,42487435,501508
Ocean County,34029,New Jersey,2021,28303942,771497
Ocean County,34029,New Jersey,2022,56413802,961187
Passaic County,34031,New Jersey,2021,26107561,685791
Passaic County,34031,New Jersey,2022,50370826,754074
Salem County,34033,New Jersey,2021,2298116,66716
Salem County,34033,New Jersey,2022,4911583,80278
Somerset County,34035,New Jersey,2021,10866442,303523
Somerset County,34035,New Jersey,2022,24588509,315445
Sussex County,34037,New Jersey,2021,5067367,110813
Sussex County,34037,New Jersey,2022,11867374,154943
Union County,34039,New Jersey,2021,25664652,703418
Union County,34039,New Jersey,2022,50863146,762813
Warren County,34041,New Jersey,2021,3635105,86135
Warren County,34041,New Jersey,2022,8331064,109957
Bernalillo County,35001,New Mexico,2021,23264694,355660
Bernalillo County,35001,New Mexico,2022,51102328,603157
Catron County,35003,New Mexico,2021,47324,2097
Catron County,35003,New Mexico,2022,139684,5409
Chaves County,35005,New Mexico,2021,3810017,63335
Chaves County,35005,New Mexico,2022,7174174,105085
Cibola County,35006,New Mexico,2021,1375374,44571
Cibola County,35006,New Mexico,2022,2692102,61511
Colfax County,35007,New Mexico,2021,407142,16892
Colfax County,35007,New Mexico,2022,883023,21181
Curry County,35009,New Mexico,2021,2166283,32436
Curry County,35009,New Mexico,2022,4239044,64828
De Baca County,35011,New Mexico,2021,71345,651
De Baca County,35011,New Mexico,2022,193384,1771
Dona Ana County,35013,New Mexico,2021,9829654,171990
Dona Ana County,35013,New Mexico,2022,21197362,256867
Eddy County,35015,New Mexico,2021,2983009,54916
Eddy County,35015,New Mexico,2022,5595287,92339
Grant County,35017,New Mexico,2021,746425,15024
Grant County,35017,New Mexico,2022,2372009,29615
Guadalupe County,35019,New Mexico,2021,266790,4328
Guadalupe County,35019,New Mexico,2022,479059,5485
Harding County,35021,New Mexico,2021,7197,466
Harding County,35021,New Mexico,2022,27557,1292
Hidalgo County,35023,New Mexico,2021,160826,3544
Hidalgo County,35023,New Mexico,2022,363903,4740
Lea County,35025,New Mexico,2021,3929722,72804
Lea County,35025,New Mexico,2022,6695769,114626
Lincoln County,35027,New Mexico,2021,772350,8449
Lincoln County,35027,New Mexico,2022,1778192,21257
Los Alamos County,35028,New Mexico,2021,221138,2418
Los Alamos County,35028,New Mexico,2022,1062683,5540
Luna County,35029,New Mexico,2021,1290347,31388
Luna County,35029,New Mexico,2022,2245095,42297
McKinley County,35031,New Mexico,2021,4810915,172666
McKinley County,35031,New Mexico,2022,8740125,191951
Mora County,35033,New Mexico,2021,84275,2907
Mora County,35033,New Mexico,2022,262988,5916
Otero County,35035,New Mexico,2021,2221431,30561
Otero County,35035,New Mexico,2022,5186301,61525
Quay County,35037,New Mexico,2021,253661,4748
Quay County,35037,New Mexico,2022,682877,18159
Rio Arriba County,35039,New Mexico,2021,1487273,27681
Rio Arriba County,35039,New Mexico,2022,3423210,44234
Roosevelt County,35041,New Mexico,2021,817238,21458
Roosevelt County,35041,New Mexico,2022,1679454,31824
Sandoval County,35043,New Mexico,2021,4863830,86476
Sandoval County,35043,New Mexico,2022,11634372,139612
San Juan County,35045,New Mexico,2021,6278183,179710
San Juan County,35045,New Mexico,2022,13748282,248795
San Miguel County,35047,New Mexico,2021,651341,6507
San Miguel County,35047,New Mexico,2022,1998334,20218
Santa Fe County,35049,New Mexico,2021,4193750,54982
Santa Fe County,35049,New Mexico,2022,10246378,96319
Sierra County,35051,New Mexico,2021,317852,18497
Sierra County,35051,New Mexico,2022,687666,24677
Socorro County,35053,New Mexico,2021,536511,21311
Socorro County,35053,New Mexico,2022,1280242,28694
Taos County,35055,New Mexico,2021,709462,20254
Taos County,35055,New Mexico,2022,1858633,29620
Torrance County,35057,New Mexico,2021,436133,5697
Torrance County,35057,New Mexico,2022,1044150,17730
Union County,35059,New Mexico,2021,169065,3621
Union County,35059,New Mexico,2022,330158,5239
Valencia County,35061,New Mexico,2021,2893652,43769
Valencia County,35061,New Mexico,2022,6492427,88058
Albany County,36001,New York,2021,9412905,129364
Albany County,36001,New York,2022,20931555,170657
Allegany County,36003,New York,2021,1396763,33297
Allegany County,36003,New York,2022,3019978,50115
Broome County,36007,New York,2021,7168451,133058
Broome County,36007,New York,2022,15843327,170360
Cattaraugus County,36009,New York,2021,2258293,35940
Cattaraugus County,36009,New York,2022,5291498,72311
Cayuga County,36011,New York,2021,2507086,34317
Cayuga County,36011,New York,2022,5568546,49623
Chautauqua County,36013,New York,2021,3568188,52672
Chautauqua County,36013,New York,2022,8106781,97195
Chemung County,36015,New York,2021,3107390,51449
Chemung County,36015,New York,2022,7312711,75534
Chenango County,36017,New York,2021,1335236,27921
Chenango County,36017,New York,2022,3208340,39178
Clinton County,36019,New York,2021,1877146,12123
Clinton County,36019,New York,2022,5874488,29265
Columbia County,36021,New York,2021,1537390,37097
Columbia County,36021,New York,2022,3581095,47090
Cortland County,36023,New York,2021,1539127,24425
Cortland County,36023,New York,2022,3641594,38685
Delaware County,36025,New York,2021,954389,14131
Delaware County,36025,New York,2022,2713560,24641
Dutchess County,36027,New York,2021,10781074,162372
Dutchess County,36027,New York,2022,22372983,214275
Erie County,36029,New York,2021,32820760,651666
Erie County,36029,New York,2022,73564504,857423
Essex County,36031,New York,2021,665048,10323
Essex County,36031,New York,2022,2004567,19793
Franklin County,36033,New York,2021,1106015,5471
Franklin County,36033,New York,2022,3252932,14979
Fulton County,36035,New York,2021,1752341,33271
Fulton County,36035,New York,2022,4398939,54772
Genesee County,36037,New York,2021,2113670,45295
Genesee County,36037,New York,2022,4657300,61535
Greene County,36039,New York,2021,1292965,28179
Greene County,36039,New York,2022,2970297,41639
Hamilton County,36041,New York,2021,126452,826
Hamilton County,36041,New York,2022,297249,1588
Herkimer County,36043,New York,2021,2062789,40435
Herkimer County,36043,New York,2022,4790138,62422
Jefferson County,36045,New York,2021,2473099,25421
Jefferson County,36045,New York,2022,7010595,44556
Lewis County,36049,New York,2021,1044833,12505
Lewis County,36049,New York,2022,2077265,16052
Livingston County,36051,New York,2021,1731447,22341
Livingston County,36051,New York,2022,3987633,38329
Madison County,36053,New York,2021,1818300,33414
Madison County,36053,New York,2022,4568798,41764
Monroe County,36055,New York,2021,25651547,395543
Monroe County,36055,New York,2022,52903110,521278
Montgomery County,36057,New York,2021,1667515,45482
Montgomery County,36057,New York,2022,4088058,66712
Nassau County,36059,New York,2021,67361313,1137057
Nassau County,36059,New York,2022,143184541,1258981
Niagara County,36063,New York,2021,7433418,130817
Niagara County,36063,New York,2022,16574267,188832
Oneida County,36065,New York,2021,8778608,189841
Oneida County,36065,New York,2022,18744036,258691
Onondaga County,36067,New York,2021,15253603,250675
Onondaga County,36067,New York,2022,38820234,345803
Ontario County,36069,New York,2021,2860117,35498
Ontario County,36069,New York,2022,6983225,59346
Orange County,36071,New York,2021,17715940,259740
Orange County,36071,New York,2022,37005920,311729
Orleans County,36073,New York,2021,1245458,30687
Orleans County,36073,New York,2022,2947233,37555
Oswego County,36075,New York,2021,3163808,35798
Oswego County,36075,New York,2022,9163596,62377
Otsego County,36077,New York,2021,1316898,17407
Otsego County,36077,New York,2022,3507237,29709
Putnam County,36079,New York,2021,3870613,33436
Putnam County,36079,New York,2022,8307894,40990
Rensselaer County,36083,New York,2021,4374098,54067
Rensselaer County,36083,New York,2022,11127120,85332
Rockland County,36087,New York,2021,17043745,269757
Rockland County,36087,New York,2022,31937024,294337
St. Lawrence County,36089,New York,2021,2804233,37559
St. Lawrence County,36089,New York,2022,7237335,62249
Saratoga County,36091,New York,2021,6015690,62301
Saratoga County,36091,New York,2022,16360946,110054
Schenectady County,36093,New York,2021,5057653,73436
Schenectady County,36093,New York,2022,11653401,100637
Schoharie County,36095,New York,2021,657279,6325
Schoharie County,36095,New York,2022,1747725,11695
Schuyler County,36097,New York,2021,438322,5339
Schuyler County,36097,New York,2022,1199634,8611
Seneca County,36099,New York,2021,793024,21048
Seneca County,36099,New York,2022,2048659,29526
Steuben County,36101,New York,2021,2826149,56018
Steuben County,36101,New York,2022,6888175,81636
Suffolk County,36103,New York,2021,74331417,1219834
Suffolk County,36103,New York,2022,149446901,1438013
Sullivan County,36105,New York,2021,2500731,26790
Sullivan County,36105,New York,2022,6421518,42551
Tioga County,36107,New York,2021,1483381,23151
Tioga County,36107,New York,2022,3770946,27872
Tompkins County,36109,New York,2021,1819531,18555
Tompkins County,36109,New York,2022,6820596,27984
Ulster County,36111,New York,2021,5144560,92529
Ulster County,36111,New York,2022,11194326,119547
Warren County,36113,New York,2021,1538213,24062
Warren County,36113,New York,2022,4877488,41625
Washington County,36115,New York,2021,1318094,20916
Washington County,36115,New York,2022,4212287,38123
Wayne County,36117,New York,2021,2328615,27263
Wayne County,36117,New York,2022,5958148,57926
Westchester County,36119,New York,2021,46664489,813223
Westchester County,36119,New York,2022,88476906,886207
Wyoming County,36121,New York,2021,1343490,19465
Wyoming County,36121,New York,2022,2823537,27266
Yates County,36123,New York,2021,475709,9654
Yates County,36123,New York,2022,1189390,12778
Alamance County,37001,North Carolina,2021,7379983,101733
Alamance County,37001,North Carolina,2022,16021579,155433
Alexander County,37003,North Carolina,2021,1798736,32389
Alexander County,37003,North Carolina,2022,3466516,45096
Alleghany County,37005,North Carolina,2021,443589,1807
Alleghany County,37005,North Carolina,2022,984835,4953
Anson County,37007,North Carolina,2021,1058087,22107
Anson County,37007,North Carolina,2022,2212664,32038
Ashe County,37009,North Carolina,2021,915729,15903
Ashe County,37009,North Carolina,2022,2083394,25604
Avery County,37011,North Carolina,2021,818723,8975
Avery County,37011,North Carolina,2022,1517152,14430
Beaufort County,37013,North Carolina,2021,1935745,37114
Beaufort County,37013,North Carolina,2022,4231871,54280
Bertie County,37015,North Carolina,2021,713041,16184
Bertie County,37015,North Carolina,2022,1438261,22257
Bladen County,37017,North Carolina,2021,1447568,21861
Bladen County,37017,North Carolina,2022,3150046,41208
Brunswick County,37019,North Carolina,2021,4068916,62006
Brunswick County,37019,North Carolina,2022,10370205,105277
Buncombe County,37021,North Carolina,2021,7460392,126831
Buncombe County,37021,North Carolina,2022,18170385,190924
Burke County,37023,North Carolina,2021,4219421,61631
Burke County,37023,North Carolina,2022,8390807,103593
Cabarrus County,37025,North Carolina,2021,8958367,98972
Cabarrus County,37025,North Carolina,2022,19030762,157774
Caldwell County,37027,North Carolina,2021,3800649,45181
Caldwell County,37027,North Carolina,2022,7559968,97996
Camden County,37029,North Carolina,2021,286851,2292
Camden County,37029,North Carolina,2022,594757,3061
Carteret County,37031,North Carolina,2021,2174410,20344
Carteret County,37031,North Carolina,2022,4817437,38778
Caswell County,37033,North Carolina,2021,881338,10491
Caswell County,37033,North Carolina,2022,1786085,15885
Catawba County,37035,North Carolina,2021,7914513,119838
Catawba County,37035,North Carolina,2022,16040388,190598
Chatham County,37037,North Carolina,2021,1906918,31589
Chatham County,37037,North Carolina,2022,4495616,37238
Cherokee County,37039,North Carolina,2021,1138441,15510
Cherokee County,37039,North Carolina,2022,2368601,38593
Chowan County,37041,North Carolina,2021,616202,11430
Chowan County,37041,North Carolina,2022,1389554,18833
Clay County,37043,North Carolina,2021,380366,7949
Clay County,37043,North Carolina,2022,885220,14388
Cleveland County,37045,North Carolina,2021,4869683,89128
Cleveland County,37045,North Carolina,2022,9921831,126157
Columbus County,37047,North Carolina,2021,2716083,61618
Columbus County,37047,North Carolina,2022,5280631,86554
Craven County,37049,North Carolina,2021,3842603,47564
Craven County,37049,North Carolina,2022,8317462,67048
Cumberland County,37051,North Carolina,2021,12091467,125879
Cumberland County,37051,North Carolina,2022,29396452,202511
Currituck County,37053,North Carolina,2021,685995,6725
Currituck County,37053,North Carolina,2022,1678646,11570
Dare County,37055,North Carolina,2021,967921,3714
Dare County,37055,North Carolina,2022,2581005,8379
Davidson County,37057,North Carolina,2021,6928114,78396
Davidson County,37057,North Carolina,2022,14613194,137034
Davie County,37059,North Carolina,2021,1709606,17083
Davie County,37059,North Carolina,2022,3820686,33432
Duplin County,37061,North Carolina,2021,2679063,53317
Duplin County,37061,North Carolina,2022,5586483,77799
Durham County,37063,North Carolina,2021,10091419,84175
Durham County,37063,North Carolina,2022,25936234,106776
Edgecombe County,37065,North Carolina,2021,2206149,40585
Edgecombe County,37065,North Carolina,2022,4618296,48963
Forsyth County,37067,North Carolina,2021,14547752,156364
Forsyth County,37067,North Carolina,2022,31939506,263164
Franklin County,37069,North Carolina,2021,2706966,19234
Franklin County,37069,North Carolina,2022,6955274,25487
Gaston County,37071,North Carolina,2021,10983610,170010
Gaston County,37071,North Carolina,2022,21993165,270388
Gates County,37073,North Carolina,2021,297920,5132
Gates County,37073,North Carolina,2022,638996,6581
Graham County,37075,North Carolina,2021,307489,6187
Graham County,37075,North Carolina,2022,767571,9840
Granville County,37077,North Carolina,2021,2324993,31471
Granville County,37077,North Carolina,2022,4955648,37603
Greene County,37079,North Carolina,2021,950124,17034
Greene County,37079,North Carolina,2022,1937073,21472
Guilford County,37081,North Carolina,2021,18898454,257601
Guilford County,37081,North Carolina,2022,40797780,389272
Halifax County,37083,North Carolina,2021,2221475,41586
Halifax County,37083,North Carolina,2022,4785020,59347
Harnett County,37085,North Carolina,2021,4861558,69583
Harnett County,37085,North Carolina,2022,11202914,108254
Haywood County,37087,North Carolina,2021,1904187,39283
Haywood County,37087,North Carolina,2022,4426799,69031
Henderson County,37089,North Carolina,2021,4177939,60704
Henderson County,37089,North Carolina,2022,8521249,100380
Hertford County,37091,North Carolina,2021,827757,23439
