countyname,fips,state,year,cases_count,deaths_count
Autauga County,1001,Alabama,2021,2871893,41785
Autauga County,1001,Alabama,2022,5301518,67890
Baldwin County,1003,Alabama,2021,9751057,136369
Baldwin County,1003,Alabama,2022,18880887,218429
Barbour County,1005,Alabama,2021,983791,22337
Barbour County,1005,Alabama,2022,1924879,31432
Bibb County,1007,Alabama,2021,1144559,25347
Bibb County,1007,Alabama,2022,2163950,33348
Blount County,1009,Alabama,2021,2851498,52469
Blount County,1009,Alabama,2022,4980822,77389
Bullock County,1011,Alabama,2021,475274,14616
Bullock County,1011,Alabama,2022,794061,16949
Butler County,1013,Alabama,2021,922146,27783
Butler County,1013,Alabama,2022,1716667,40336
Calhoun County,1015,Alabama,2021,6084005,129869
Calhoun County,1015,Alabama,2022,10822441,200434
Chambers County,1017,Alabama,2021,1550459,44160
Chambers County,1017,Alabama,2022,2878780,52108
Cherokee County,1019,Alabama,2021,818383,17412
Cherokee County,1019,Alabama,2022,1715526,27255
Chilton County,1021,Alabama,2021,1842132,44485
Chilton County,1021,Alabama,2022,3627129,65841
Choctaw County,1023,Alabama,2021,249429,9206
Choctaw County,1023,Alabama,2022,654391,11850
Clarke County,1025,Alabama,2021,1417386,23343
Clarke County,1025,Alabama,2022,2362424,32413
Clay County,1027,Alabama,2021,663867,21443
Clay County,1027,Alabama,2022,1367543,26425
Cleburne County,1029,Alabama,2021,650656,16371
Cleburne County,1029,Alabama,2022,1182059,22086
Coffee County,1031,Alabama,2021,2469979,48937
Coffee County,1031,Alabama,2022,4585453,74311
Colbert County,1033,Alabama,2021,2606641,54443
Colbert County,1033,Alabama,2022,5499396,82452
Conecuh County,1035,Alabama,2021,498349,13171
Conecuh County,1035,Alabama,2022,965035,22468
Coosa County,1037,Alabama,2021,458558,11124
Coosa County,1037,Alabama,2022,995799,18626
Covington County,1039,Alabama,2021,1827503,48861
Covington County,1039,Alabama,2022,3145185,75120
Crenshaw County,1041,Alabama,2021,670463,22185
Crenshaw County,1041,Alabama,2022,1276668,31678
Cullman County,1043,Alabama,2021,4201094,78769
Cullman County,1043,Alabama,2022,8297199,117178
Dale County,1045,Alabama,2021,2269751,48275
Dale County,1045,Alabama,2022,4362905,74045
Dallas County,1047,Alabama,2021,1467657,58762
Dallas County,1047,Alabama,2022,2856750,78290
DeKalb County,1049,Alabama,2021,3675024,73113
DeKalb County,1049,Alabama,2022,6209336,104992
Elmore County,1051,Alabama,2021,4264786,80364
Elmore County,1051,Alabama,2022,7893984,110702
Escambia County,1053,Alabama,2021,1786843,33261
Escambia County,1053,Alabama,2022,3372520,54616
Etowah County,1055,Alabama,2021,5736968,138352
Etowah County,1055,Alabama,2022,9482172,205710
Fayette County,1057,Alabama,2021,876518,23285
Fayette County,1057,Alabama,2022,1623048,30607
Franklin County,1059,Alabama,2021,1762598,31201
Franklin County,1059,Alabama,2022,3258615,44208
Geneva County,1061,Alabama,2021,1164739,32620
Geneva County,1061,Alabama,2022,2146134,52145
Greene County,1063,Alabama,2021,374637,13279
Greene County,1063,Alabama,2022,625540,16028
Hale County,1065,Alabama,2021,902532,27631
Hale County,1065,Alabama,2022,1576786,33788
Henry County,1067,Alabama,2021,842951,17265
Henry County,1067,Alabama,2022,1544154,24226
Houston County,1069,Alabama,2021,4683928,111944
Houston County,1069,Alabama,2022,8652139,161465
Jackson County,1071,Alabama,2021,2844462,46111
Jackson County,1071,Alabama,2022,4972124,76868
Jefferson County,1073,Alabama,2021,32568354,578366
Jefferson County,1073,Alabama,2022,62772312,754677
Lamar County,1075,Alabama,2021,615842,13996
Lamar County,1075,Alabama,2022,1250226,21199
Lauderdale County,1077,Alabama,2021,3992566,88540
Lauderdale County,1077,Alabama,2022,8087150,125294
Lawrence County,1079,Alabama,2021,1270211,36268
Lawrence County,1079,Alabama,2022,2548303,51566
Lee County,1081,Alabama,2021,6743546,68410
Lee County,1081,Alabama,2022,12756508,107625
Limestone County,1083,Alabama,2021,4264342,58938
Limestone County,1083,Alabama,2022,8440617,92750
Lowndes County,1085,Alabama,2021,543135,19896
Lowndes County,1085,Alabama,2022,885254,24643
Macon County,1087,Alabama,2021,658953,18998
Macon County,1087,Alabama,2022,1335004,26768
Madison County,1089,Alabama,2021,14590548,195208
Madison County,1089,Alabama,2022,30409666,307128
Marengo County,1091,Alabama,2021,1002153,24747
Marengo County,1091,Alabama,2022,1706651,34514
Marion County,1093,Alabama,2021,1369746,38352
Marion County,1093,Alabama,2022,2709355,48367
Marshall County,1095,Alabama,2021,5155981,86815
Marshall County,1095,Alabama,2022,9057700,124541
Mobile County,1097,Alabama,2021,18725168,348310
Mobile County,1097,Alabama,2022,37678422,529729
Monroe County,1099,Alabama,2021,834285,16240
Monroe County,1099,Alabama,2022,1774709,25696
Montgomery County,1101,Alabama,2021,9945480,221149
Montgomery County,1101,Alabama,2022,18888437,302266
Morgan County,1103,Alabama,2021,6037340,107314
Morgan County,1103,Alabama,2022,12171111,163902
Perry County,1105,Alabama,2021,429730,10845
Perry County,1105,Alabama,2022,708232,14777
Pickens County,1107,Alabama,2021,950324,23336
Pickens County,1107,Alabama,2022,1736531,33349
Pike County,1109,Alabama,2021,1334994,29456
Pike County,1109,Alabama,2022,2518713,42716
Randolph County,1111,Alabama,2021,826819,17780
Randolph County,1111,Alabama,2022,1702496,24429
Russell County,1113,Alabama,2021,1852091,15863
Russell County,1113,Alabama,2022,3431604,30453
St. Clair County,1115,Alabama,2021,4309243,94611
St. Clair County,1115,Alabama,2022,8577905,133424
Shelby County,1117,Alabama,2021,10364011,96786
Shelby County,1117,Alabama,2022,20431804,144186
Sumter County,1119,Alabama,2021,412158,12300
Sumter County,1119,Alabama,2022,853369,16304
Talladega County,1121,Alabama,2021,3610462,73253
Talladega County,1121,Alabama,2022,7529965,119219
Tallapoosa County,1123,Alabama,2021,1803285,58398
Tallapoosa County,1123,Alabama,2022,3855845,75684
Tuscaloosa County,1125,Alabama,2021,10376011,175020
Tuscaloosa County,1125,Alabama,2022,18846144,250219
Walker County,1127,Alabama,2021,3103828,106937
Walker County,1127,Alabama,2022,6287752,142625
Washington County,1129,Alabama,2021,711906,14874
Washington County,1129,Alabama,2022,1230856,18780
Wilcox County,1131,Alabama,2021,506334,11192
Wilcox County,1131,Alabama,2022,971840,14755
Winston County,1133,Alabama,2021,1212451,28372
Winston County,1133,Alabama,2022,2507292,41826
Aleutians East Borough,2013,Alaska,2021,131173,870
Aleutians East Borough,2013,Alaska,2022,352487,1036
Aleutians West Census Area,2016,Alaska,2021,262096,54
Aleutians West Census Area,2016,Alaska,2022,556075,425
Anchorage Municipality,2020,Alaska,2021,13733051,80216
Anchorage Municipality,2020,Alaska,2022,34640098,168420
Bethel Census Area,2050,Alaska,2021,1628835,7978
Bethel Census Area,2050,Alaska,2022,3379497,13260
Denali Borough,2068,Alaska,2021,54636,99
Denali Borough,2068,Alaska,2022,305538,390
Dillingham Census Area,2070,Alaska,2021,148845,1170
Dillingham Census Area,2070,Alaska,2022,599524,3739
Fairbanks North Star Borough,2090,Alaska,2021,3535763,19228
Fairbanks North Star Borough,2090,Alaska,2022,9249809,45823
Haines Borough,2100,Alaska,2021,33643,65
Haines Borough,2100,Alaska,2022,208169,323
Juneau City and Borough,2110,Alaska,2021,781224,1827
Juneau City and Borough,2110,Alaska,2022,3031720,6331
Kenai Peninsula Borough,2122,Alaska,2021,2341477,11090
Kenai Peninsula Borough,2122,Alaska,2022,6066471,32666
Ketchikan Gateway Borough,2130,Alaska,2021,337524,1313
Ketchikan Gateway Borough,2130,Alaska,2022,1389106,6028
Kodiak Island Borough,2150,Alaska,2021,560579,2238
Kodiak Island Borough,2150,Alaska,2022,1636883,3749
Matanuska-Susitna Borough,2170,Alaska,2021,5077547,24333
Matanuska-Susitna Borough,2170,Alaska,2022,11520626,75005
Nome Census Area,2180,Alaska,2021,291987,157
Nome Census Area,2180,Alaska,2022,1908331,1587
North Slope Borough,2185,Alaska,2021,560819,1699
North Slope Borough,2185,Alaska,2022,1483477,4076
Northwest Arctic Borough,2188,Alaska,2021,360810,1225
Northwest Arctic Borough,2188,Alaska,2022,1515559,4550
Sitka City and Borough,2220,Alaska,2021,242485,558
Sitka City and Borough,2220,Alaska,2022,876263,1823
Southeast Fairbanks Census Area,2240,Alaska,2021,300716,2238
Southeast Fairbanks Census Area,2240,Alaska,2022,676696,6174
Valdez-Cordova Census Area,2261,Alaska,2021,351148,1291
Valdez-Cordova Census Area,2261,Alaska,2022,999556,6032
Yukon-Koyukuk Census Area,2290,Alaska,2021,166911,1700
Yukon-Koyukuk Census Area,2290,Alaska,2022,471747,3251
Apache County,4001,Arizona,2021,4388287,157123
Apache County,4001,Arizona,2022,8222005,195740
Cochise County,4003,Arizona,2021,4798914,109970
Cochise County,4003,Arizona,2022,10475529,182644
Coconino County,4005,Arizona,2021,7030273,121476
Coconino County,4005,Arizona,2022,14593477,153357
Gila County,4007,Arizona,2021,2860459,85576
Gila County,4007,Arizona,2022,5750836,121709
Graham County,4009,Arizona,2021,2250912,33420
Graham County,4009,Arizona,2022,3964271,56995
Greenlee County,4011,Arizona,2021,278063,4414
Greenlee County,4011,Arizona,2022,731063,11339
La Paz County,4012,Arizona,2021,975907,29501
La Paz County,4012,Arizona,2022,1713025,45463
Maricopa County,4013,Arizona,2021,220139589,3769807
Maricopa County,4013,Arizona,2022,422766460,5466665
Mohave County,4015,Arizona,2021,9545408,287136
Mohave County,4015,Arizona,2022,18957443,468109
Navajo County,4017,Arizona,2021,6586986,202681
Navajo County,4017,Arizona,2022,12841177,288856
Pima County,4019,Arizona,2021,45201617,881557
Pima County,4019,Arizona,2022,85073699,1230025
Pinal County,4021,Arizona,2021,21305250,332055
Pinal County,4021,Arizona,2022,43556514,527604
Santa Cruz County,4023,Arizona,2021,3038256,64935
Santa Cruz County,4023,Arizona,2022,5468772,74127
Yavapai County,4025,Arizona,2021,8116932,205437
Yavapai County,4025,Arizona,2022,16150718,388739
Yuma County,4027,Arizona,2021,13964466,305711
Yuma County,4027,Arizona,2022,20427802,375263
Arkansas County,5001,Arkansas,2021,940605,16364
Arkansas County,5001,Arkansas,2022,1906365,25410
Ashley County,5003,Arkansas,2021,857506,13791
Ashley County,5003,Arkansas,2022,1701519,21931
Baxter County,5005,Arkansas,2021,1539089,47144
Baxter County,5005,Arkansas,2022,2951959,80545
Benton County,5007,Arkansas,2021,12151991,171775
Benton County,5007,Arkansas,2022,22000180,273770
Boone County,5009,Arkansas,2021,1720368,34358
Boone County,5009,Arkansas,2022,3135351,57148
Bradley County,5011,Arkansas,2021,579529,12378
Bradley County,5011,Arkansas,2022,999686,16257
Calhoun County,5013,Arkansas,2021,170997,1683
Calhoun County,5013,Arkansas,2022,322101,3470
Carroll County,5015,Arkansas,2021,1218237,19629
Carroll County,5015,Arkansas,2022,2038186,33640
Chicot County,5017,Arkansas,2021,636823,15162
Chicot County,5017,Arkansas,2022,911082,18713
Clark County,5019,Arkansas,2021,910882,16264
Clark County,5019,Arkansas,2022,1781787,26009
Clay County,5021,Arkansas,2021,756419,19976
Clay County,5021,Arkansas,2022,1375625,29754
Cleburne County,5023,Arkansas,2021,957054,27940
Cleburne County,5023,Arkansas,2022,2165362,41112
Cleveland County,5025,Arkansas,2021,403470,9990
Cleveland County,5025,Arkansas,2022,750707,11802
Columbia County,5027,Arkansas,2021,970017,21965
Columbia County,5027,Arkansas,2022,1808636,30256
Conway County,5029,Arkansas,2021,922335,13067
Conway County,5029,Arkansas,2022,1802903,20679
Craighead County,5031,Arkansas,2021,5926429,72576
Craighead County,5031,Arkansas,2022,12605010,106432
Crawford County,5033,Arkansas,2021,3002705,48205
Crawford County,5033,Arkansas,2022,5258368,80048
Crittenden County,5035,Arkansas,2021,2519893,42243
Crittenden County,5035,Arkansas,2022,4716948,72185
Cross County,5037,Arkansas,2021,834925,19661
Cross County,5037,Arkansas,2022,1602708,27336
Dallas County,5039,Arkansas,2021,326457,5826
Dallas County,5039,Arkansas,2022,581092,10102
Desha County,5041,Arkansas,2021,558977,9117
Desha County,5041,Arkansas,2022,1013449,13030
Drew County,5043,Arkansas,2021,840830,16452
Drew County,5043,Arkansas,2022,1546938,22381
Faulkner County,5045,Arkansas,2021,5476076,64721
Faulkner County,5045,Arkansas,2022,11756072,101462
Franklin County,5047,Arkansas,2021,741474,15512
Franklin County,5047,Arkansas,2022,1262305,23244
Fulton County,5049,Arkansas,2021,494756,18858
Fulton County,5049,Arkansas,2022,887537,29315
Garland County,5051,Arkansas,2021,4423320,107569
Garland County,5051,Arkansas,2022,7660596,163415
Grant County,5053,Arkansas,2021,766712,13863
Grant County,5053,Arkansas,2022,1469253,19505
Greene County,5055,Arkansas,2021,2716758,32725
Greene County,5055,Arkansas,2022,5329290,55724
Hempstead County,5057,Arkansas,2021,835836,8846
Hempstead County,5057,Arkansas,2022,1536641,21607
Hot Spring County,5059,Arkansas,2021,2179675,30766
Hot Spring County,5059,Arkansas,2022,3698156,43990
Howard County,5061,Arkansas,2021,691068,10098
Howard County,5061,Arkansas,2022,1267485,16336
Independence County,5063,Arkansas,2021,1723183,48784
Independence County,5063,Arkansas,2022,3527080,67467
Izard County,5065,Arkansas,2021,727464,16424
Izard County,5065,Arkansas,2022,1303052,22611
Jackson County,5067,Arkansas,2021,1309053,14106
Jackson County,5067,Arkansas,2022,2023295,20198
Jefferson County,5069,Arkansas,2021,3693035,67938
Jefferson County,5069,Arkansas,2022,6235649,89614
Johnson County,5071,Arkansas,2021,1257791,15542
Johnson County,5071,Arkansas,2022,2257040,27183
Lafayette County,5073,Arkansas,2021,233455,4824
Lafayette County,5073,Arkansas,2022,426584,9696
Lawrence County,5075,Arkansas,2021,914621,17103
Lawrence County,5075,Arkansas,2022,1762126,25321
Lee County,5077,Arkansas,2021,667348,14440
Lee County,5077,Arkansas,2022,964806,19433
Lincoln County,5079,Arkansas,2021,1225952,17922
Lincoln County,5079,Arkansas,2022,1607601,21625
Little River County,5081,Arkansas,2021,544500,18321
Little River County,5081,Arkansas,2022,1081444,32549
Logan County,5083,Arkansas,2021,981788,10659
Logan County,5083,Arkansas,2022,1692487,24573
Lonoke County,5085,Arkansas,2021,3253803,49891
Lonoke County,5085,Arkansas,2022,6641209,77963
Madison County,5087,Arkansas,2021,668812,10180
Madison County,5087,Arkansas,2022,1324183,19678
Marion County,5089,Arkansas,2021,539810,14745
Marion County,5089,Arkansas,2022,1130551,28213
Miller County,5091,Arkansas,2021,1801422,21421
Miller County,5091,Arkansas,2022,3189058,57404
Mississippi County,5093,Arkansas,2021,2412544,43307
Mississippi County,5093,Arkansas,2022,4494823,66626
Monroe County,5095,Arkansas,2021,351671,6923
Monroe County,5095,Arkansas,2022,643986,11081
Montgomery County,5097,Arkansas,2021,319789,12798
Montgomery County,5097,Arkansas,2022,505869,18474
Nevada County,5099,Arkansas,2021,366920,10333
Nevada County,5099,Arkansas,2022,735525,14474
Newton County,5101,Arkansas,2021,327788,10811
Newton County,5101,Arkansas,2022,571374,15495
Ouachita County,5103,Arkansas,2021,980100,23928
Ouachita County,5103,Arkansas,2022,1841795,34276
Perry County,5105,Arkansas,2021,395229,4914
Perry County,5105,Arkansas,2022,834485,11705
Phillips County,5107,Arkansas,2021,834068,18592
Phillips County,5107,Arkansas,2022,1606510,31332
Pike County,5109,Arkansas,2021,454128,9584
Pike County,5109,Arkansas,2022,848005,14093
Poinsett County,5111,Arkansas,2021,1376402,30786
Poinsett County,5111,Arkansas,2022,2690423,40778
Polk County,5113,Arkansas,2021,833229,29829
Polk County,5113,Arkansas,2022,1352956,47475
Pope County,5115,Arkansas,2021,3400173,43843
Pope County,5115,Arkansas,2022,6046925,66593
Prairie County,5117,Arkansas,2021,372794,8725
Prairie County,5117,Arkansas,2022,656202,13344
Pulaski County,5119,Arkansas,2021,16818166,262854
Pulaski County,5119,Arkansas,2022,34929348,379968
Randolph County,5121,Arkansas,2021,913607,18530
Randolph County,5121,Arkansas,2022,1722844,28505
St. Francis County,5123,Arkansas,2021,1449212,17713
St. Francis County,5123,Arkansas,2022,2395152,30287
Saline County,5125,Arkansas,2021,5216718,69625
Saline County,5125,Arkansas,2022,10275333,108368
Scott County,5127,Arkansas,2021,436205,6936
Scott County,5127,Arkansas,2022,779015,13720
Searcy County,5129,Arkansas,2021,334496,7076
Searcy County,5129,Arkansas,2022,699006,15078
Sebastian County,5131,Arkansas,2021,6399608,109736
Sebastian County,5131,Arkansas,2022,10956722,167524
Sevier County,5133,Arkansas,2021,1140087,12020
Sevier County,5133,Arkansas,2022,1975828,23923
Sharp County,5135,Arkansas,2021,751276,19521
Sharp County,5135,Arkansas,2022,1559968,34113
Stone County,5137,Arkansas,2021,467547,12527
Stone County,5137,Arkansas,2022,978834,21244
Union County,5139,Arkansas,2021,1650056,42761
Union County,5139,Arkansas,2022,3101994,57368
Van Buren County,5141,Arkansas,2021,587094,10187
Van Buren County,5141,Arkansas,2022,1165773,19419
Washington County,5143,Arkansas,2021,12914007,140374
Washington County,5143,Arkansas,2022,22688023,201171
White County,5145,Arkansas,2021,3582199,51750
White County,5145,Arkansas,2022,7363451,93714
Woodruff County,5147,Arkansas,2021,289720,5667
Woodruff County,5147,Arkansas,2022,591888,9624
Yell County,5149,Arkansas,2021,1389715,25186
Yell County,5149,Arkansas,2022,2227239,34047
Alameda County,6001,California,2021,35695328,484958
Alameda County,6001,California,2022,98573295,607099
Alpine County,6003,California,2021,33141,0
Alpine County,6003,California,2022,41597,0
Amador County,6005,California,2021,1541504,18295
Amador County,6005,California,2022,3104861,27688
Butte County,6007,California,2021,5883112,77834
Butte County,6007,California,2022,13636003,135480
Calaveras County,6009,California,2021,992460,21204
Calaveras County,6009,California,2022,2585780,39143
Colusa County,6011,California,2021,909909,6038
Colusa County,6011,California,2022,1499947,7186
Contra Costa County,6013,California,2021,28657017,299566
Contra Costa County,6013,California,2022,72974553,424657
Del Norte County,6015,California,2021,775491,6525
Del Norte County,6015,California,2022,2164323,16594
El Dorado County,6017,California,2021,4546801,43109
El Dorado County,6017,California,2022,10359025,68928
Fresno County,6019,California,2021,42503396,630937
Fresno County,6019,California,2022,86305971,882499
Glenn County,6021,California,2021,1211583,11226
Glenn County,6021,California,2022,2180076,19117
Humboldt County,6023,California,2021,2116420,23075
Humboldt County,6023,California,2022,7242049,47450
Imperial County,6025,California,2021,11412161,257515
Imperial County,6025,California,2022,22686118,297074
Inyo County,6027,California,2021,587427,13781
Inyo County,6027,California,2022,1556847,18135
Kern County,6029,California,2021,43754546,489271
Kern County,6029,California,2022,81874827,764269
Kings County,6031,California,2021,9569456,95617
Kings County,6031,California,2022,18369084,142657
Lake County,6033,California,2021,1652721,23879
Lake County,6033,California,2022,3926779,44300
Lassen County,6035,California,2021,2294453,11307
Lassen County,6035,California,2022,3487299,22105
Los Angeles County,6037,California,2021,477580584,8623610
Los Angeles County,6037,California,2022,981842194,10324692
Madera County,6039,California,2021,6900034,89202
Madera County,6039,California,2022,14699280,117882
Marin County,6041,California,2021,5530026,81843
Marin County,6041,California,2022,13518501,93784
Mariposa County,6043,California,2021,273838,3501
Mariposa County,6043,California,2022,1111545,10567
Mendocino County,6045,California,2021,1954987,21993
Mendocino County,6045,California,2022,5613745,40493
Merced County,6047,California,2021,12667978,180046
Merced County,6047,California,2022,24087585,264783
Modoc County,6049,California,2021,227443,2222
Modoc County,6049,California,2022,354338,3080
Mono County,6051,California,2021,511854,1560
Mono County,6051,California,2022,1034591,2070
Monterey County,6053,California,2021,16626806,167976
Monterey County,6053,California,2022,32049493,240130
Napa County,6055,California,2021,3890941,30020
Napa County,6055,California,2022,9357499,46280
Nevada County,6057,California,2021,2267108,29581
Nevada County,6057,California,2022,5899906,41070
Orange County,6059,California,2021,104235810,1765955
Orange County,6059,California,2022,204970667,2256102
Placer County,6061,California,2021,10313825,116333
Placer County,6061,California,2022,24193346,199630
Plumas County,6063,California,2021,368316,2281
Plumas County,6063,California,2022,1129093,4481
Riverside County,6065,California,2021,117231314,1642208
Riverside County,6065,California,2022,210394440,2087372
Sacramento County,6067,California,2021,44494037,665439
Sacramento County,6067,California,2022,106393439,1025265
San Benito County,6069,California,2021,2351270,23309
San Benito County,6069,California,2022,4732616,31909
San Bernardino County,6071,California,2021,115185345,1683065
San Bernardino County,6071,California,2022,200623430,2393373
San Diego County,6073,California,2021,114366289,1342192
San Diego County,6073,California,2022,278885207,1692543
San Francisco County,6075,California,2021,15605007,195105
San Francisco County,6075,California,2022,50530517,289280
San Joaquin County,6077,California,2021,29984541,518870
San Joaquin County,6077,California,2022,60263040,712964
San Luis Obispo County,6079,California,2021,8673009,99178
San Luis Obispo County,6079,California,2022,19622710,154459
San Mateo County,6081,California,2021,16575122,203106
San Mateo County,6081,California,2022,47669955,246619
Santa Barbara County,6083,California,2021,13599757,165430
Santa Barbara County,6083,California,2022,31426761,221158
Santa Clara County,6085,California,2021,45796345,682724
Santa Clara County,6085,California,2022,120097713,747919
Santa Cruz County,6087,California,2021,6385522,72711
Santa Cruz County,6087,California,2022,17827088,85051
Shasta County,6089,California,2021,5889799,95281
Shasta County,6089,California,2022,12312614,203474
Sierra County,6091,California,2021,36636,0
Sierra County,6091,California,2022,107331,1154
Siskiyou County,6093,California,2021,1071674,13788
Siskiyou County,6093,California,2022,2487012,33231
Solano County,6095,California,2021,13424900,94287
Solano County,6095,California,2022,30859341,146090
Sonoma County,6097,California,2021,12271497,122896
Sonoma County,6097,California,2022,30742750,159154
Stanislaus County,6099,California,2021,25099534,405559
Stanislaus County,6099,California,2022,45967496,544721
Sutter County,6101,California,2021,3965815,46742
Sutter County,6101,California,2022,7679160,74083
Tehama County,6103,California,2021,2359618,27052
Tehama County,6103,California,2022,4884547,62008
Trinity County,6105,California,2021,190410,2387
Trinity County,6105,California,2022,501309,6473
Tulare County,6107,California,2021,22151859,310687
Tulare County,6107,California,2022,45199005,465320
Tuolumne County,6109,California,2021,1881884,30201
Tuolumne County,6109,California,2022,4655204,59767
Ventura County,6111,California,2021,31555064,361762
Ventura County,6111,California,2022,63206336,478408
Yolo County,6113,California,2021,5812635,77984
Yolo County,6113,California,2022,14215111,102680
Yuba County,6115,California,2021,2790205,20205
Yuba County,6115,California,2022,5961039,39288
Adams County,8001,Colorado,2021,23263179,279442
Adams County,8001,Colorado,2022,46316494,441541
Alamosa County,8003,Colorado,2021,670466,13322
Alamosa County,8003,Colorado,2022,1544044,19812
Arapahoe County,8005,Colorado,2021,24018679,299562
Arapahoe County,8005,Colorado,2022,53777970,416472
Archuleta County,8007,Colorado,2021,409184,992
Archuleta County,8007,Colorado,2022,972686,5033
Baca County,8009,Colorado,2021,129505,1557
Baca County,8009,Colorado,2022,281006,3857
Bent County,8011,Colorado,2021,572185,8510
Bent County,8011,Colorado,2022,832949,15237
Boulder County,8013,Colorado,2021,9175822,95785
Boulder County,8013,Colorado,2022,23303050,123602
Chaffee County,8015,Colorado,2021,677736,9771
Chaffee County,8015,Colorado,2022,1555610,15549
Cheyenne County,8017,Colorado,2021,54434,2265
Cheyenne County,8017,Colorado,2022,106490,3097
Clear Creek County,8019,Colorado,2021,200899,1290
Clear Creek County,8019,Colorado,2022,533813,3810
Conejos County,8021,Colorado,2021,262180,7639
Conejos County,8021,Colorado,2022,602947,17568
Costilla County,8023,Colorado,2021,99279,2002
Costilla County,8023,Colorado,2022,241854,5542
Crowley County,8025,Colorado,2021,799488,6500
Crowley County,8025,Colorado,2022,1060616,9613
Custer County,8027,Colorado,2021,94556,1473
Custer County,8027,Colorado,2022,223285,6598
Delta County,8029,Colorado,2021,1143840,25795
Delta County,8029,Colorado,2022,2029398,44754
Denver County,8031,Colorado,2021,27901104,311805
Denver County,8031,Colorado,2022,59988513,434410
Dolores County,8033,Colorado,2021,50424,493
Dolores County,8033,Colorado,2022,118720,2520
Douglas County,8035,Colorado,2021,11641312,99698
Douglas County,8035,Colorado,2022,27568522,148651
Eagle County,8037,Colorado,2021,2453675,9083
Eagle County,8037,Colorado,2022,5383143,11460
Elbert County,8039,Colorado,2021,719801,5980
Elbert County,8039,Colorado,2022,1619857,12878
El Paso County,8041,Colorado,2021,27926272,333557
El Paso County,8041,Colorado,2022,63740993,544755
Fremont County,8043,Colorado,2021,2520812,25796
Fremont County,8043,Colorado,2022,5073802,60208
Garfield County,8045,Colorado,2021,2356493,18256
Garfield County,8045,Colorado,2022,4987581,30022
Gilpin County,8047,Colorado,2021,111263,1066
Gilpin County,8047,Colorado,2022,326555,1498
Grand County,8049,Colorado,2021,587197,3158
Grand County,8049,Colorado,2022,1168788,8565
Gunnison County,8051,Colorado,2021,534614,2796
Gunnison County,8051,Colorado,2022,1121186,4553
Hinsdale County,8053,Colorado,2021,12351,0
Hinsdale County,8053,Colorado,2022,43409,0
Huerfano County,8055,Colorado,2021,176849,6593
Huerfano County,8055,Colorado,2022,483327,11114
Jackson County,8057,Colorado,2021,26913,0
Jackson County,8057,Colorado,2022,56000,0
Jefferson County,8059,Colorado,2021,18545371,297375
Jefferson County,8059,Colorado,2022,43062252,438548
Kiowa County,8061,Colorado,2021,47230,1173
Kiowa County,8061,Colorado,2022,109808,1871
Kit Carson County,8063,Colorado,2021,267318,4943
Kit Carson County,8063,Colorado,2022,534768,10322
Lake County,8065,Colorado,2021,306993,203
Lake County,8065,Colorado,2022,618206,648
La Plata County,8067,Colorado,2021,1621827,16148
La Plata County,8067,Colorado,2022,4311528,27378
Larimer County,8069,Colorado,2021,10786364,95039
Larimer County,8069,Colorado,2022,27665197,162517
Las Animas County,8071,Colorado,2021,499941,5799
Las Animas County,8071,Colorado,2022,1185147,13785
Lincoln County,8073,Colorado,2021,401325,1783
Lincoln County,8073,Colorado,2022,703980,3157
Logan County,8075,Colorado,2021,1522603,26068
Logan County,8075,Colorado,2022,2429692,35444
Mesa County,8077,Colorado,2021,6648679,96049
Mesa County,8077,Colorado,2022,14183443,181669
Mineral County,8079,Colorado,2021,35889,366
Mineral County,8079,Colorado,2022,80861,653
Moffat County,8081,Colorado,2021,439857,10664
Moffat County,8081,Colorado,2022,1011392,16904
Montezuma County,8083,Colorado,2021,862968,10697
Montezuma County,8083,Colorado,2022,2050014,24835
Montrose County,8085,Colorado,2021,1533978,25705
Montrose County,8085,Colorado,2022,3118090,52843
Morgan County,8087,Colorado,2021,1062956,35270
Morgan County,8087,Colorado,2022,1898684,44045
Otero County,8089,Colorado,2021,812907,26080
Otero County,8089,Colorado,2022,1446600,41508
Ouray County,8091,Colorado,2021,121654,1454
Ouray County,8091,Colorado,2022,300642,1938
Park County,8093,Colorado,2021,348588,2418
Park County,8093,Colorado,2022,968677,6613
Phillips County,8095,Colorado,2021,153334,4749
Phillips County,8095,Colorado,2022,293121,5910
Pitkin County,8097,Colorado,2021,959750,1617
Pitkin County,8097,Colorado,2022,2237899,2262
Prowers County,8099,Colorado,2021,503342,9142
Prowers County,8099,Colorado,2022,871174,15964
Pueblo County,8101,Colorado,2021,7407734,157811
Pueblo County,8101,Colorado,2022,16029978,257492
Rio Blanco County,8103,Colorado,2021,258759,2071
Rio Blanco County,8103,Colorado,2022,577428,4263
Rio Grande County,8105,Colorado,2021,379135,6648
Rio Grande County,8105,Colorado,2022,960096,14622
Routt County,8107,Colorado,2021,926053,7624
Routt County,8107,Colorado,2022,2184345,8756
Saguache County,8109,Colorado,2021,175876,2210
Saguache County,8109,Colorado,2022,403801,3862
San Juan County,8111,Colorado,2021,23576,61
San Juan County,8111,Colorado,2022,77751,0
San Miguel County,8113,Colorado,2021,349858,614
San Miguel County,8113,Colorado,2022,767979,2530
Sedgwick County,8115,Colorado,2021,90712,1144
Sedgwick County,8115,Colorado,2022,158905,3033
Summit County,8117,Colorado,2021,1444697,3062
Summit County,8117,Colorado,2022,3376063,4524
