cases,deaths,year,state,population,abbreviation,cases_per_capita,deaths_per_capita
972772,24630,2021,Pennsylvania,12794885,PA,0.07602819407911833,0.0019249879932488646
131487,2576,2021,Rhode Island,1057798,RI,0.12430256060230781,0.002435247561443678
534188,8878,2021,South Carolina,5091517,SC,0.10491725746963036,0.0017436846425142056
114649,1912,2021,South Dakota,879336,SD,0.13038133318776896,0.002174367932166999
778768,11535,2021,Tennessee,6772268,TN,0.11499367715512736,0.0017032698646893478
2728799,46694,2021,Texas,28635442,TX,0.09529446061981513,0.001630636607599771
378658,2027,2021,Utah,3151239,UT,0.1201616253162645,0.0006432390561299857
16992,214,2021,Vermont,624340,VT,0.027215940032674503,0.0003427619566261973
595865,10060,2021,Virginia,8509358,VA,0.0700246716614814,0.001182227848446381
353344,5192,2021,Washington,7512465,WA,0.04703436222331818,0.0006911180285032942
135678,2531,2021,West Virginia,1807426,WV,0.07506697369629517,0.0014003339555810307
625888,7179,2021,Wisconsin,5806975,WI,0.1077821068628675,0.001236271897158159
55327,691,2021,Wyoming,581348,WY,0.09517019066032738,0.0011886168009522695
508717,10337,2021,Alabama,4893186,AL,0.10396437004438416,0.0021125295461893335
60277,292,2021,Alaska,736990,AK,0.08178808396314739,0.0003962061900432842
833883,16574,2021,Arizona,7174064,AZ,0.11623579048082092,0.002310266537906548
327456,5493,2021,Arkansas,3011873,AR,0.10872171568987138,0.0018237820784608116
3628489,56743,2021,California,39346023,CA,0.09221996845780323,0.0014421533785002872
447149,6129,2021,Colorado,5684926,CO,0.07865520149250843,0.0010781142973540904
293955,7799,2021,Connecticut,3570549,CT,0.08232767565996153,0.002184257939045228
90751,1514,2021,Delaware,967679,DE,0.09378213229800378,0.001564568415765972
42730,1042,2021,District of Columbia,701974,DC,0.06087120035784801,0.0014843854615698017
1984417,32448,2021,Florida,21216924,FL,0.09352991036777998,0.0015293451586101737
1011361,17735,2021,Georgia,10516579,GA,0.096168250150548,0.001686384897598354
28357,448,2021,Hawaii,1420074,HI,0.019968677688627492,0.00031547651742092314
176133,1931,2021,Idaho,1754367,ID,0.10039689529043809,0.0011006818983713214
1215745,23235,2021,Illinois,12716164,IL,0.09560626931203467,0.0018272019769483942
676799,12876,2021,Indiana,6696893,IN,0.10106164157020278,0.0019226826529854964
343851,5658,2021,Iowa,3150011,IA,0.10915866643005373,0.001796184203801193
301170,4835,2021,Kansas,2912619,KS,0.10340178375544484,0.0016600180112812557
420889,5166,2021,Kentucky,4461952,KY,0.09432844638400413,0.0011577892366390315
438557,9925,2021,Louisiana,4664616,LA,0.09401781411374484,0.0021277206955513596
47388,725,2021,Maine,1340825,ME,0.03534241977886749,0.0005407118751514925
394900,8080,2021,Maryland,6037624,MD,0.06540652415585999,0.0013382747915405132
604666,16688,2021,Massachusetts,6873003,MA,0.08797697309312974,0.0024280507370650064
675483,16796,2021,Michigan,9973907,MI,0.06772501488132986,0.0016839940456633495
498994,6817,2021,Minnesota,5600166,MN,0.0891034301483206,0.001217285344755852
301250,6929,2021,Mississippi,2981835,MS,0.10102839358985323,0.002323736893557155
579229,8797,2021,Missouri,6124160,MO,0.09458097110460863,0.0014364418957048804
102469,1397,2021,Montana,1061705,MT,0.09651362666654108,0.0013158080634451189
205646,2238,2021,Nebraska,1923826,NE,0.10689428253906538,0.0011633068687085008
299875,5136,2021,Nevada,3030281,NV,0.0989594694353428,0.00169489232186718
79070,1202,2021,New Hampshire,1355244,NH,0.05834373736389905,0.0008869251588643816
844563,23966,2021,New Jersey,8885418,NJ,0.09505045232537175,0.002697228200181466
188664,3862,2021,New Mexico,2097021,NM,0.08996762550303503,0.0018416601455111799
1755450,48624,2021,New York,19514849,NY,0.0899545776654485,0.0024916411087782435
888797,11753,2021,North Carolina,10386227,NC,0.08557457871852792,0.0011315947552465394
